
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[8]
Gate(  342)	cx q[6], q[7]

*** Option ***
Input file  : ../example/rd84_142.qasm
Output file : ../output/rd84_142.qasm

Generating Multi-QPU Architecture: 3 QPUs, each with 9 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 2 
  Node 1 (weight=1): edges -> 0 1 6 
  Node 2 (weight=1): edges -> 3 5 6 11 
  Node 3 (weight=1): edges -> 7 9 10 11 17 
  Node 4 (weight=1): edges -> 12 14 15 16 17 24 
  Node 5 (weight=1): edges -> 18 20 21 22 23 24 31 
  Node 6 (weight=1): edges -> 25 27 28 29 30 31 37 
  Node 7 (weight=1): edges -> 32 34 35 36 37 38 
  Node 8 (weight=1): edges -> 1 2 3 4 10 16 23 30 38 
  Node 9 (weight=1): edges -> 4 5 7 8 15 21 28 35 
  Node 10 (weight=1): edges -> 8 9 12 13 22 29 36 
  Node 11 (weight=1): edges -> 13 14 18 19 
  Node 12 (weight=1): edges -> 19 20 25 26 
  Node 13 (weight=1): edges -> 26 27 32 33 
  Node 14 (weight=1): edges -> 33 34 

[Edges]
  Edge 0 : q0 -- q1  weight=31
  Edge 1 : q1 -- q8  weight=31
  Edge 2 : q8 -- q0  weight=11
  Edge 3 : q2 -- q8  weight=61
  Edge 4 : q8 -- q9  weight=83.2
  Edge 5 : q9 -- q2  weight=11
  Edge 6 : q1 -- q2  weight=31
  Edge 7 : q3 -- q9  weight=41
  Edge 8 : q9 -- q10  weight=79.4
  Edge 9 : q10 -- q3  weight=11
  Edge 10 : q3 -- q8  weight=59
  Edge 11 : q2 -- q3  weight=31
  Edge 12 : q4 -- q10  weight=38
  Edge 13 : q10 -- q11  weight=11
  Edge 14 : q11 -- q4  weight=11
  Edge 15 : q4 -- q9  weight=36.9
  Edge 16 : q4 -- q8  weight=54.9
  Edge 17 : q3 -- q4  weight=27.9
  Edge 18 : q5 -- q11  weight=18.9
  Edge 19 : q11 -- q12  weight=9.9
  Edge 20 : q12 -- q5  weight=9.9
  Edge 21 : q5 -- q9  weight=36.9
  Edge 22 : q10 -- q5  weight=9.9
  Edge 23 : q5 -- q8  weight=53.1
  Edge 24 : q4 -- q5  weight=27
  Edge 25 : q6 -- q12  weight=17.01
  Edge 26 : q12 -- q13  weight=8.91
  Edge 27 : q13 -- q6  weight=8.91
  Edge 28 : q6 -- q9  weight=33.21
  Edge 29 : q10 -- q6  weight=8.91
  Edge 30 : q6 -- q8  weight=49.41
  Edge 31 : q5 -- q6  weight=25.11
  Edge 32 : q7 -- q13  weight=17.01
  Edge 33 : q13 -- q14  weight=8.91
  Edge 34 : q14 -- q7  weight=8.91
  Edge 35 : q7 -- q9  weight=17.01
  Edge 36 : q10 -- q7  weight=8.91
  Edge 37 : q6 -- q7  weight=24.3
  Edge 38 : q7 -- q8  weight=8.91
===================================================


[METIS] Partitioning complete
Total Sum of Weight: 460

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums (Sorted) ==========

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping (Integrated Version)
[END] main_mapping completed. Added SWAP count: 21
*** Final Circuit ***
# add_2q_num: 21
# fidelity: 0

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.002      0.002
GENERATE MULTI-QPU             0.005      0.005
INITIAL MAPPING                0.008      0.008
MAIN MAPPING                   0.008      0.008
END PROGRAM                    0.009      0.009

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.36328 MB
