
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate(  267)	cx q[5], q[6]
Gate(  268)	rz q[5]
Gate(  269)	cx q[5], q[6]
Gate(  270)	rz q[5]
Gate(  271)	cx q[5], q[7]
Gate(  272)	rz q[5]
Gate(  273)	cx q[5], q[7]
Gate(  274)	rz q[5]
Gate(  275)	cx q[5], q[8]
Gate(  276)	rz q[5]
Gate(  277)	cx q[5], q[8]
Gate(  278)	rz q[5]
Gate(  279)	cx q[5], q[9]
Gate(  280)	rz q[5]
Gate(  281)	cx q[5], q[9]
Gate(  282)	rz q[5]
Gate(  283)	cx q[5], q[10]
Gate(  284)	rz q[5]
Gate(  285)	cx q[5], q[10]
Gate(  286)	rz q[5]
Gate(  287)	cx q[5], q[11]
Gate(  288)	rz q[5]
Gate(  289)	cx q[5], q[11]
Gate(  290)	rz q[5]
Gate(  291)	cx q[5], q[12]
Gate(  292)	rz q[5]
Gate(  293)	cx q[5], q[12]
Gate(  294)	rz q[5]
Gate(  295)	cx q[5], q[13]
Gate(  296)	rz q[5]
Gate(  297)	cx q[5], q[13]
Gate(  298)	rz q[5]
Gate(  299)	cx q[5], q[14]
Gate(  300)	rz q[5]
Gate(  301)	cx q[5], q[14]
Gate(  302)	rz q[5]
Gate(  303)	cx q[5], q[15]
Gate(  304)	rz q[5]
Gate(  305)	cx q[5], q[15]
Gate(  306)	 h q[6]
Gate(  307)	rz q[6]
Gate(  308)	cx q[6], q[7]
Gate(  309)	rz q[6]
Gate(  310)	cx q[6], q[7]
Gate(  311)	rz q[6]
Gate(  312)	cx q[6], q[8]
Gate(  313)	rz q[6]
Gate(  314)	cx q[6], q[8]
Gate(  315)	rz q[6]
Gate(  316)	cx q[6], q[9]
Gate(  317)	rz q[6]
Gate(  318)	cx q[6], q[9]
Gate(  319)	rz q[6]
Gate(  320)	cx q[6], q[10]
Gate(  321)	rz q[6]
Gate(  322)	cx q[6], q[10]
Gate(  323)	rz q[6]
Gate(  324)	cx q[6], q[11]
Gate(  325)	rz q[6]
Gate(  326)	cx q[6], q[11]
Gate(  327)	rz q[6]
Gate(  328)	cx q[6], q[12]
Gate(  329)	rz q[6]
Gate(  330)	cx q[6], q[12]
Gate(  331)	rz q[6]
Gate(  332)	cx q[6], q[13]
Gate(  333)	rz q[6]
Gate(  334)	cx q[6], q[13]
Gate(  335)	rz q[6]
Gate(  336)	cx q[6], q[14]
Gate(  337)	rz q[6]
Gate(  338)	cx q[6], q[14]
Gate(  339)	rz q[6]
Gate(  340)	cx q[6], q[15]
Gate(  341)	rz q[6]
Gate(  342)	cx q[6], q[15]
Gate(  343)	 h q[7]
Gate(  344)	rz q[7]
Gate(  345)	cx q[7], q[8]
Gate(  346)	rz q[7]
Gate(  347)	cx q[7], q[8]
Gate(  348)	rz q[7]
Gate(  349)	cx q[7], q[9]
Gate(  350)	rz q[7]
Gate(  351)	cx q[7], q[9]
Gate(  352)	rz q[7]
Gate(  353)	cx q[7], q[10]
Gate(  354)	rz q[7]
Gate(  355)	cx q[7], q[10]
Gate(  356)	rz q[7]
Gate(  357)	cx q[7], q[11]
Gate(  358)	rz q[7]
Gate(  359)	cx q[7], q[11]
Gate(  360)	rz q[7]
Gate(  361)	cx q[7], q[12]
Gate(  362)	rz q[7]
Gate(  363)	cx q[7], q[12]
Gate(  364)	rz q[7]
Gate(  365)	cx q[7], q[13]
Gate(  366)	rz q[7]
Gate(  367)	cx q[7], q[13]
Gate(  368)	rz q[7]
Gate(  369)	cx q[7], q[14]
Gate(  370)	rz q[7]
Gate(  371)	cx q[7], q[14]
Gate(  372)	rz q[7]
Gate(  373)	cx q[7], q[15]
Gate(  374)	rz q[7]
Gate(  375)	cx q[7], q[15]
Gate(  376)	 h q[8]
Gate(  377)	rz q[8]
Gate(  378)	cx q[8], q[9]
Gate(  379)	rz q[8]
Gate(  380)	cx q[8], q[9]
Gate(  381)	rz q[8]
Gate(  382)	cx q[8], q[10]
Gate(  383)	rz q[8]
Gate(  384)	cx q[8], q[10]
Gate(  385)	rz q[8]
Gate(  386)	cx q[8], q[11]
Gate(  387)	rz q[8]
Gate(  388)	cx q[8], q[11]
Gate(  389)	rz q[8]
Gate(  390)	cx q[8], q[12]
Gate(  391)	rz q[8]
Gate(  392)	cx q[8], q[12]
Gate(  393)	rz q[8]
Gate(  394)	cx q[8], q[13]
Gate(  395)	rz q[8]
Gate(  396)	cx q[8], q[13]
Gate(  397)	rz q[8]
Gate(  398)	cx q[8], q[14]
Gate(  399)	rz q[8]
Gate(  400)	cx q[8], q[14]
Gate(  401)	rz q[8]
Gate(  402)	cx q[8], q[15]
Gate(  403)	rz q[8]
Gate(  404)	cx q[8], q[15]
Gate(  405)	 h q[9]
Gate(  406)	rz q[9]
Gate(  407)	cx q[9], q[10]
Gate(  408)	rz q[9]
Gate(  409)	cx q[9], q[10]
Gate(  410)	rz q[9]
Gate(  411)	cx q[9], q[11]
Gate(  412)	rz q[9]
Gate(  413)	cx q[9], q[11]
Gate(  414)	rz q[9]
Gate(  415)	cx q[9], q[12]
Gate(  416)	rz q[9]
Gate(  417)	cx q[9], q[12]
Gate(  418)	rz q[9]
Gate(  419)	cx q[9], q[13]
Gate(  420)	rz q[9]
Gate(  421)	cx q[9], q[13]
Gate(  422)	rz q[9]
Gate(  423)	cx q[9], q[14]
Gate(  424)	rz q[9]
Gate(  425)	cx q[9], q[14]
Gate(  426)	rz q[9]
Gate(  427)	cx q[9], q[15]
Gate(  428)	rz q[9]
Gate(  429)	cx q[9], q[15]
Gate(  430)	 h q[10]
Gate(  431)	rz q[10]
Gate(  432)	cx q[10], q[11]
Gate(  433)	rz q[10]
Gate(  434)	cx q[10], q[11]
Gate(  435)	rz q[10]
Gate(  436)	cx q[10], q[12]
Gate(  437)	rz q[10]
Gate(  438)	cx q[10], q[12]
Gate(  439)	rz q[10]
Gate(  440)	cx q[10], q[13]
Gate(  441)	rz q[10]
Gate(  442)	cx q[10], q[13]
Gate(  443)	rz q[10]
Gate(  444)	cx q[10], q[14]
Gate(  445)	rz q[10]
Gate(  446)	cx q[10], q[14]
Gate(  447)	rz q[10]
Gate(  448)	cx q[10], q[15]
Gate(  449)	rz q[10]
Gate(  450)	cx q[10], q[15]
Gate(  451)	 h q[11]
Gate(  452)	rz q[11]
Gate(  453)	cx q[11], q[12]
Gate(  454)	rz q[11]
Gate(  455)	cx q[11], q[12]
Gate(  456)	rz q[11]
Gate(  457)	cx q[11], q[13]
Gate(  458)	rz q[11]
Gate(  459)	cx q[11], q[13]
Gate(  460)	rz q[11]
Gate(  461)	cx q[11], q[14]
Gate(  462)	rz q[11]
Gate(  463)	cx q[11], q[14]
Gate(  464)	rz q[11]
Gate(  465)	cx q[11], q[15]
Gate(  466)	rz q[11]
Gate(  467)	cx q[11], q[15]
Gate(  468)	 h q[12]
Gate(  469)	rz q[12]
Gate(  470)	cx q[12], q[13]
Gate(  471)	rz q[12]
Gate(  472)	cx q[12], q[13]
Gate(  473)	rz q[12]
Gate(  474)	cx q[12], q[14]
Gate(  475)	rz q[12]
Gate(  476)	cx q[12], q[14]
Gate(  477)	rz q[12]
Gate(  478)	cx q[12], q[15]
Gate(  479)	rz q[12]
Gate(  480)	cx q[12], q[15]
Gate(  481)	 h q[13]
Gate(  482)	rz q[13]
Gate(  483)	cx q[13], q[14]
Gate(  484)	rz q[13]
Gate(  485)	cx q[13], q[14]
Gate(  486)	rz q[13]
Gate(  487)	cx q[13], q[15]
Gate(  488)	rz q[13]
Gate(  489)	cx q[13], q[15]
Gate(  490)	 h q[14]
Gate(  491)	rz q[14]
Gate(  492)	cx q[14], q[15]
Gate(  493)	rz q[14]
Gate(  494)	cx q[14], q[15]
Gate(  495)	 h q[15]
Gate(  496)	 h q[0]
Gate(  497)	 h q[1]
Gate(  498)	 h q[2]
Gate(  499)	 h q[3]
Gate(  500)	 h q[4]
Gate(  501)	 h q[5]
Gate(  502)	 h q[6]
Gate(  503)	 h q[7]
Gate(  504)	 h q[8]
Gate(  505)	 h q[9]
Gate(  506)	 h q[10]
Gate(  507)	 h q[11]
Gate(  508)	 h q[12]
Gate(  509)	 h q[13]
Gate(  510)	 h q[14]
Gate(  511)	 h q[15]

*** Option ***
Input file  : ../example/qft_16.qasm
Output file : ../output/qft_16.qasm

Generating Multi-QPU Architecture: 4 QPUs, each with 16 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 
  Node 1 (weight=1): edges -> 0 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
  Node 2 (weight=1): edges -> 1 15 29 30 31 32 33 34 35 36 37 38 39 40 41 
  Node 3 (weight=1): edges -> 2 16 29 42 43 44 45 46 47 48 49 50 51 52 53 
  Node 4 (weight=1): edges -> 3 17 30 42 54 55 56 57 58 59 60 61 62 63 64 
  Node 5 (weight=1): edges -> 4 18 31 43 54 65 66 67 68 69 70 71 72 73 74 
  Node 6 (weight=1): edges -> 5 19 32 44 55 65 75 76 77 78 79 80 81 82 83 
  Node 7 (weight=1): edges -> 6 20 33 45 56 66 75 84 85 86 87 88 89 90 91 
  Node 8 (weight=1): edges -> 7 21 34 46 57 67 76 84 92 93 94 95 96 97 98 
  Node 9 (weight=1): edges -> 8 22 35 47 58 68 77 85 92 99 100 101 102 103 104 
  Node 10 (weight=1): edges -> 9 23 36 48 59 69 78 86 93 99 105 106 107 108 109 
  Node 11 (weight=1): edges -> 10 24 37 49 60 70 79 87 94 100 105 110 111 112 113 
  Node 12 (weight=1): edges -> 11 25 38 50 61 71 80 88 95 101 106 110 114 115 116 
  Node 13 (weight=1): edges -> 12 26 39 51 62 72 81 89 96 102 107 111 114 117 118 
  Node 14 (weight=1): edges -> 13 27 40 52 63 73 82 90 97 103 108 112 115 117 119 
  Node 15 (weight=1): edges -> 14 28 41 53 64 74 83 91 98 104 109 113 116 118 119 

[Edges]
  Edge 0 : q1 -- q0  weight=11
  Edge 1 : q2 -- q0  weight=10
  Edge 2 : q3 -- q0  weight=9.9
  Edge 3 : q4 -- q0  weight=8.91
  Edge 4 : q5 -- q0  weight=8.1
  Edge 5 : q6 -- q0  weight=8.019
  Edge 6 : q7 -- q0  weight=7.2171
  Edge 7 : q8 -- q0  weight=6.561
  Edge 8 : q9 -- q0  weight=6.49539
  Edge 9 : q10 -- q0  weight=5.84585
  Edge 10 : q11 -- q0  weight=5.31441
  Edge 11 : q12 -- q0  weight=5.26127
  Edge 12 : q13 -- q0  weight=4.73514
  Edge 13 : q14 -- q0  weight=4.30467
  Edge 14 : q15 -- q0  weight=4.26163
  Edge 15 : q2 -- q1  weight=3.83546
  Edge 16 : q3 -- q1  weight=3.48678
  Edge 17 : q4 -- q1  weight=3.45192
  Edge 18 : q5 -- q1  weight=3.10672
  Edge 19 : q6 -- q1  weight=2.8243
  Edge 20 : q7 -- q1  weight=2.79605
  Edge 21 : q8 -- q1  weight=2.51645
  Edge 22 : q9 -- q1  weight=2.28768
  Edge 23 : q10 -- q1  weight=2.2648
  Edge 24 : q11 -- q1  weight=2.03832
  Edge 25 : q12 -- q1  weight=1.85302
  Edge 26 : q13 -- q1  weight=1.83449
  Edge 27 : q14 -- q1  weight=1.65104
  Edge 28 : q15 -- q1  weight=1.50095
  Edge 29 : q3 -- q2  weight=1.48594
  Edge 30 : q4 -- q2  weight=1.33734
  Edge 31 : q5 -- q2  weight=1.21577
  Edge 32 : q6 -- q2  weight=1.20361
  Edge 33 : q7 -- q2  weight=1.08325
  Edge 34 : q8 -- q2  weight=0.984771
  Edge 35 : q9 -- q2  weight=0.974923
  Edge 36 : q10 -- q2  weight=0.877431
  Edge 37 : q11 -- q2  weight=0.797664
  Edge 38 : q12 -- q2  weight=0.789688
  Edge 39 : q13 -- q2  weight=0.710719
  Edge 40 : q14 -- q2  weight=0.646108
  Edge 41 : q15 -- q2  weight=0.639647
  Edge 42 : q4 -- q3  weight=0.575682
  Edge 43 : q5 -- q3  weight=0.523348
  Edge 44 : q6 -- q3  weight=0.518114
  Edge 45 : q7 -- q3  weight=0.466303
  Edge 46 : q8 -- q3  weight=0.423912
  Edge 47 : q9 -- q3  weight=0.419672
  Edge 48 : q10 -- q3  weight=0.377705
  Edge 49 : q11 -- q3  weight=0.343368
  Edge 50 : q12 -- q3  weight=0.339935
  Edge 51 : q13 -- q3  weight=0.305941
  Edge 52 : q14 -- q3  weight=0.278128
  Edge 53 : q15 -- q3  weight=0.275347
  Edge 54 : q5 -- q4  weight=0.247812
  Edge 55 : q6 -- q4  weight=0.225284
  Edge 56 : q7 -- q4  weight=0.223031
  Edge 57 : q8 -- q4  weight=0.200728
  Edge 58 : q9 -- q4  weight=0.18248
  Edge 59 : q10 -- q4  weight=0.180655
  Edge 60 : q11 -- q4  weight=0.16259
  Edge 61 : q12 -- q4  weight=0.147809
  Edge 62 : q13 -- q4  weight=0.146331
  Edge 63 : q14 -- q4  weight=0.131698
  Edge 64 : q15 -- q4  weight=0.119725
  Edge 65 : q6 -- q5  weight=0.118528
  Edge 66 : q7 -- q5  weight=0.106675
  Edge 67 : q8 -- q5  weight=0.0969774
  Edge 68 : q9 -- q5  weight=0.0960076
  Edge 69 : q10 -- q5  weight=0.0864068
  Edge 70 : q11 -- q5  weight=0.0785517
  Edge 71 : q12 -- q5  weight=0.0777662
  Edge 72 : q13 -- q5  weight=0.0699895
  Edge 73 : q14 -- q5  weight=0.0636269
  Edge 74 : q15 -- q5  weight=0.0629906
  Edge 75 : q7 -- q6  weight=0.0566915
  Edge 76 : q8 -- q6  weight=0.0515378
  Edge 77 : q9 -- q6  weight=0.0510224
  Edge 78 : q10 -- q6  weight=0.0459201
  Edge 79 : q11 -- q6  weight=0.0417456
  Edge 80 : q12 -- q6  weight=0.0413281
  Edge 81 : q13 -- q6  weight=0.0371953
  Edge 82 : q14 -- q6  weight=0.0338139
  Edge 83 : q15 -- q6  weight=0.0334758
  Edge 84 : q8 -- q7  weight=0.0301282
  Edge 85 : q9 -- q7  weight=0.0273893
  Edge 86 : q10 -- q7  weight=0.0271154
  Edge 87 : q11 -- q7  weight=0.0244038
  Edge 88 : q12 -- q7  weight=0.0221853
  Edge 89 : q13 -- q7  weight=0.0219635
  Edge 90 : q14 -- q7  weight=0.0197671
  Edge 91 : q15 -- q7  weight=0.0179701
  Edge 92 : q9 -- q8  weight=0.0177904
  Edge 93 : q10 -- q8  weight=0.0160114
  Edge 94 : q11 -- q8  weight=0.0145558
  Edge 95 : q12 -- q8  weight=0.0144102
  Edge 96 : q13 -- q8  weight=0.0129692
  Edge 97 : q14 -- q8  weight=0.0117902
  Edge 98 : q15 -- q8  weight=0.0116723
  Edge 99 : q10 -- q9  weight=0.0105051
  Edge 100 : q11 -- q9  weight=0.00955005
  Edge 101 : q12 -- q9  weight=0.00945455
  Edge 102 : q13 -- q9  weight=0.00850909
  Edge 103 : q14 -- q9  weight=0.00773554
  Edge 104 : q15 -- q9  weight=0.00765818
  Edge 105 : q11 -- q10  weight=0.00689237
  Edge 106 : q12 -- q10  weight=0.00626579
  Edge 107 : q13 -- q10  weight=0.00620313
  Edge 108 : q14 -- q10  weight=0.00558282
  Edge 109 : q15 -- q10  weight=0.00507529
  Edge 110 : q12 -- q11  weight=0.00502453
  Edge 111 : q13 -- q11  weight=0.00452208
  Edge 112 : q14 -- q11  weight=0.00411098
  Edge 113 : q15 -- q11  weight=0.00406987
  Edge 114 : q13 -- q12  weight=0.00366289
  Edge 115 : q14 -- q12  weight=0.0033299
  Edge 116 : q15 -- q12  weight=0.0032966
  Edge 117 : q14 -- q13  weight=0.00296694
  Edge 118 : q15 -- q13  weight=0.00269722
  Edge 119 : q15 -- q14  weight=0.00267024
===================================================


[ADAPTIVE-METIS] start: nvtxs=16 edges=120 ufactor=500 max_trials=100
Input Error: Incorrect numflag.
  [trial   0] Q=0.17038 cut=134897 perturb=0.000 sizes=[4,4,4,4]  *** BEST ***
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
  [trial   9] Q=0.17038 best=0.17038 no_imp=9/18
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
  [ADAPTIVE-METIS] saturated at trial=18
[ADAPTIVE-METIS] DONE: best_Q=0.17038 trials=19/100 success=19
  partition sizes: [4,4,4,4] imbalance=1.00

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums ==========
  Total cross-QPU weight: 134.893
  QPU0<->QPU2: 41.320
  QPU2<->QPU3: 30.527
  QPU1<->QPU2: 27.921
  QPU0<->QPU3: 17.331
  QPU1<->QPU3: 10.619
  QPU0<->QPU1: 7.173

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2
[MATCH] Sub3 -> QPU3

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping v5
[FIDELITY] swaps=12 inter_epr=192 => F=0.000 (0%)
[END] main_mapping v5.1 SWAPs=12 inter_exec=192 fidelity=0.000%
*** Final Circuit ***
# add_2q_num: 12
# fidelity: 0.000

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.004      0.004
GENERATE MULTI-QPU             0.048      0.048
INITIAL MAPPING                0.064      0.064
MAIN MAPPING                   0.065      0.065
END PROGRAM                    0.066      0.066

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.648 MB
