
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[2]
Gate(  317)	tdg q[9]
Gate(  318)	 t q[0]
Gate(  319)	cx q[0], q[9]
Gate(  320)	cx q[3], q[0]
Gate(  321)	cx q[9], q[3]
Gate(  322)	 h q[0]
Gate(  323)	 h q[9]
Gate(  324)	 t q[8]
Gate(  325)	 t q[5]
Gate(  326)	 t q[9]
Gate(  327)	cx q[5], q[8]
Gate(  328)	cx q[9], q[5]
Gate(  329)	cx q[8], q[9]
Gate(  330)	tdg q[5]
Gate(  331)	cx q[8], q[5]
Gate(  332)	tdg q[8]
Gate(  333)	tdg q[5]
Gate(  334)	 t q[9]
Gate(  335)	cx q[9], q[5]
Gate(  336)	cx q[8], q[9]
Gate(  337)	cx q[5], q[8]
Gate(  338)	 h q[9]
Gate(  339)	 h q[0]
Gate(  340)	 t q[3]
Gate(  341)	 t q[5]
Gate(  342)	 t q[0]
Gate(  343)	cx q[5], q[3]
Gate(  344)	cx q[0], q[5]
Gate(  345)	cx q[3], q[0]
Gate(  346)	tdg q[5]
Gate(  347)	cx q[3], q[5]
Gate(  348)	tdg q[3]
Gate(  349)	tdg q[5]
Gate(  350)	 t q[0]
Gate(  351)	cx q[0], q[5]
Gate(  352)	cx q[3], q[0]
Gate(  353)	cx q[5], q[3]
Gate(  354)	 h q[0]
Gate(  355)	 h q[5]
Gate(  356)	 t q[6]
Gate(  357)	 t q[4]
Gate(  358)	 t q[5]
Gate(  359)	cx q[4], q[6]
Gate(  360)	cx q[5], q[4]
Gate(  361)	cx q[6], q[5]
Gate(  362)	tdg q[4]
Gate(  363)	cx q[6], q[4]
Gate(  364)	tdg q[6]
Gate(  365)	tdg q[4]
Gate(  366)	 t q[5]
Gate(  367)	cx q[5], q[4]
Gate(  368)	cx q[6], q[5]
Gate(  369)	cx q[4], q[6]
Gate(  370)	 h q[5]
Gate(  371)	 h q[4]
Gate(  372)	 t q[7]
Gate(  373)	 t q[2]
Gate(  374)	 t q[4]
Gate(  375)	cx q[2], q[7]
Gate(  376)	cx q[4], q[2]
Gate(  377)	cx q[7], q[4]
Gate(  378)	tdg q[2]
Gate(  379)	cx q[7], q[2]
Gate(  380)	tdg q[7]
Gate(  381)	tdg q[2]
Gate(  382)	 t q[4]
Gate(  383)	cx q[4], q[2]
Gate(  384)	cx q[7], q[4]
Gate(  385)	cx q[2], q[7]
Gate(  386)	 h q[4]
Gate(  387)	 h q[2]
Gate(  388)	 t q[9]
Gate(  389)	 t q[8]
Gate(  390)	 t q[2]
Gate(  391)	cx q[8], q[9]
Gate(  392)	cx q[2], q[8]
Gate(  393)	cx q[9], q[2]
Gate(  394)	tdg q[8]
Gate(  395)	cx q[9], q[8]
Gate(  396)	tdg q[9]
Gate(  397)	tdg q[8]
Gate(  398)	 t q[2]
Gate(  399)	cx q[2], q[8]
Gate(  400)	cx q[9], q[2]
Gate(  401)	cx q[8], q[9]
Gate(  402)	 h q[2]
Gate(  403)	 h q[4]
Gate(  404)	 t q[7]
Gate(  405)	 t q[2]
Gate(  406)	 t q[4]
Gate(  407)	cx q[2], q[7]
Gate(  408)	cx q[4], q[2]
Gate(  409)	cx q[7], q[4]
Gate(  410)	tdg q[2]
Gate(  411)	cx q[7], q[2]
Gate(  412)	tdg q[7]
Gate(  413)	tdg q[2]
Gate(  414)	 t q[4]
Gate(  415)	cx q[4], q[2]
Gate(  416)	cx q[7], q[4]
Gate(  417)	cx q[2], q[7]
Gate(  418)	 h q[4]
Gate(  419)	 h q[5]
Gate(  420)	 t q[6]
Gate(  421)	 t q[4]
Gate(  422)	 t q[5]
Gate(  423)	cx q[4], q[6]
Gate(  424)	cx q[5], q[4]
Gate(  425)	cx q[6], q[5]
Gate(  426)	tdg q[4]
Gate(  427)	cx q[6], q[4]
Gate(  428)	tdg q[6]
Gate(  429)	tdg q[4]
Gate(  430)	 t q[5]
Gate(  431)	cx q[5], q[4]
Gate(  432)	cx q[6], q[5]
Gate(  433)	cx q[4], q[6]
Gate(  434)	 h q[5]
Gate(  435)	 h q[0]
Gate(  436)	 t q[3]
Gate(  437)	 t q[5]
Gate(  438)	 t q[0]
Gate(  439)	cx q[5], q[3]
Gate(  440)	cx q[0], q[5]
Gate(  441)	cx q[3], q[0]
Gate(  442)	tdg q[5]
Gate(  443)	cx q[3], q[5]
Gate(  444)	tdg q[3]
Gate(  445)	tdg q[5]
Gate(  446)	 t q[0]
Gate(  447)	cx q[0], q[5]
Gate(  448)	cx q[3], q[0]
Gate(  449)	cx q[5], q[3]
Gate(  450)	 h q[0]
Gate(  451)	 h q[5]
Gate(  452)	 t q[6]
Gate(  453)	 t q[4]
Gate(  454)	 t q[5]
Gate(  455)	cx q[4], q[6]
Gate(  456)	cx q[5], q[4]
Gate(  457)	cx q[6], q[5]
Gate(  458)	tdg q[4]
Gate(  459)	cx q[6], q[4]
Gate(  460)	tdg q[6]
Gate(  461)	tdg q[4]
Gate(  462)	 t q[5]
Gate(  463)	cx q[5], q[4]
Gate(  464)	cx q[6], q[5]
Gate(  465)	cx q[4], q[6]
Gate(  466)	 h q[5]
Gate(  467)	 h q[4]
Gate(  468)	 t q[7]
Gate(  469)	 t q[2]
Gate(  470)	 t q[4]
Gate(  471)	cx q[2], q[7]
Gate(  472)	cx q[4], q[2]
Gate(  473)	cx q[7], q[4]
Gate(  474)	tdg q[2]
Gate(  475)	cx q[7], q[2]
Gate(  476)	tdg q[7]
Gate(  477)	tdg q[2]
Gate(  478)	 t q[4]
Gate(  479)	cx q[4], q[2]
Gate(  480)	cx q[7], q[4]
Gate(  481)	cx q[2], q[7]
Gate(  482)	 h q[4]
Gate(  483)	 h q[2]
Gate(  484)	 t q[9]
Gate(  485)	 t q[8]
Gate(  486)	 t q[2]
Gate(  487)	cx q[8], q[9]
Gate(  488)	cx q[2], q[8]
Gate(  489)	cx q[9], q[2]
Gate(  490)	tdg q[8]
Gate(  491)	cx q[9], q[8]
Gate(  492)	tdg q[9]
Gate(  493)	tdg q[8]
Gate(  494)	 t q[2]
Gate(  495)	cx q[2], q[8]
Gate(  496)	cx q[9], q[2]
Gate(  497)	cx q[8], q[9]
Gate(  498)	 h q[2]
Gate(  499)	 h q[4]
Gate(  500)	 t q[7]
Gate(  501)	 t q[2]
Gate(  502)	 t q[4]
Gate(  503)	cx q[2], q[7]
Gate(  504)	cx q[4], q[2]
Gate(  505)	cx q[7], q[4]
Gate(  506)	tdg q[2]
Gate(  507)	cx q[7], q[2]
Gate(  508)	tdg q[7]
Gate(  509)	tdg q[2]
Gate(  510)	 t q[4]
Gate(  511)	cx q[4], q[2]
Gate(  512)	cx q[7], q[4]
Gate(  513)	cx q[2], q[7]
Gate(  514)	 h q[4]
Gate(  515)	 h q[5]
Gate(  516)	 t q[6]
Gate(  517)	 t q[4]
Gate(  518)	 t q[5]
Gate(  519)	cx q[4], q[6]
Gate(  520)	cx q[5], q[4]
Gate(  521)	cx q[6], q[5]
Gate(  522)	tdg q[4]
Gate(  523)	cx q[6], q[4]
Gate(  524)	tdg q[6]
Gate(  525)	tdg q[4]
Gate(  526)	 t q[5]
Gate(  527)	cx q[5], q[4]
Gate(  528)	cx q[6], q[5]
Gate(  529)	cx q[4], q[6]
Gate(  530)	 h q[5]
Gate(  531)	 h q[0]
Gate(  532)	 t q[3]
Gate(  533)	 t q[6]
Gate(  534)	 t q[0]
Gate(  535)	cx q[6], q[3]
Gate(  536)	cx q[0], q[6]
Gate(  537)	cx q[3], q[0]
Gate(  538)	tdg q[6]
Gate(  539)	cx q[3], q[6]
Gate(  540)	tdg q[3]
Gate(  541)	tdg q[6]
Gate(  542)	 t q[0]
Gate(  543)	cx q[0], q[6]
Gate(  544)	cx q[3], q[0]
Gate(  545)	cx q[6], q[3]
Gate(  546)	 h q[0]
Gate(  547)	 h q[6]
Gate(  548)	 t q[5]
Gate(  549)	 t q[4]
Gate(  550)	 t q[6]
Gate(  551)	cx q[4], q[5]
Gate(  552)	cx q[6], q[4]
Gate(  553)	cx q[5], q[6]
Gate(  554)	tdg q[4]
Gate(  555)	cx q[5], q[4]
Gate(  556)	tdg q[5]
Gate(  557)	tdg q[4]
Gate(  558)	 t q[6]
Gate(  559)	cx q[6], q[4]
Gate(  560)	cx q[5], q[6]
Gate(  561)	cx q[4], q[5]
Gate(  562)	 h q[6]
Gate(  563)	 h q[4]
Gate(  564)	 t q[7]
Gate(  565)	 t q[2]
Gate(  566)	 t q[4]
Gate(  567)	cx q[2], q[7]
Gate(  568)	cx q[4], q[2]
Gate(  569)	cx q[7], q[4]
Gate(  570)	tdg q[2]
Gate(  571)	cx q[7], q[2]
Gate(  572)	tdg q[7]
Gate(  573)	tdg q[2]
Gate(  574)	 t q[4]
Gate(  575)	cx q[4], q[2]
Gate(  576)	cx q[7], q[4]
Gate(  577)	cx q[2], q[7]
Gate(  578)	 h q[4]
Gate(  579)	 h q[2]
Gate(  580)	 t q[9]
Gate(  581)	 t q[8]
Gate(  582)	 t q[2]
Gate(  583)	cx q[8], q[9]
Gate(  584)	cx q[2], q[8]
Gate(  585)	cx q[9], q[2]
Gate(  586)	tdg q[8]
Gate(  587)	cx q[9], q[8]
Gate(  588)	tdg q[9]
Gate(  589)	tdg q[8]
Gate(  590)	 t q[2]
Gate(  591)	cx q[2], q[8]
Gate(  592)	cx q[9], q[2]
Gate(  593)	cx q[8], q[9]
Gate(  594)	 h q[2]
Gate(  595)	 h q[4]
Gate(  596)	 t q[7]
Gate(  597)	 t q[2]
Gate(  598)	 t q[4]
Gate(  599)	cx q[2], q[7]
Gate(  600)	cx q[4], q[2]
Gate(  601)	cx q[7], q[4]
Gate(  602)	tdg q[2]
Gate(  603)	cx q[7], q[2]
Gate(  604)	tdg q[7]
Gate(  605)	tdg q[2]
Gate(  606)	 t q[4]
Gate(  607)	cx q[4], q[2]
Gate(  608)	cx q[7], q[4]
Gate(  609)	cx q[2], q[7]
Gate(  610)	 h q[4]
Gate(  611)	 h q[6]
Gate(  612)	 t q[5]
Gate(  613)	 t q[4]
Gate(  614)	 t q[6]
Gate(  615)	cx q[4], q[5]
Gate(  616)	cx q[6], q[4]
Gate(  617)	cx q[5], q[6]
Gate(  618)	tdg q[4]
Gate(  619)	cx q[5], q[4]
Gate(  620)	tdg q[5]
Gate(  621)	tdg q[4]
Gate(  622)	 t q[6]
Gate(  623)	cx q[6], q[4]
Gate(  624)	cx q[5], q[6]
Gate(  625)	cx q[4], q[5]
Gate(  626)	 h q[6]
Gate(  627)	 h q[0]
Gate(  628)	 t q[3]
Gate(  629)	 t q[6]
Gate(  630)	 t q[0]
Gate(  631)	cx q[6], q[3]
Gate(  632)	cx q[0], q[6]
Gate(  633)	cx q[3], q[0]
Gate(  634)	tdg q[6]
Gate(  635)	cx q[3], q[6]
Gate(  636)	tdg q[3]
Gate(  637)	tdg q[6]
Gate(  638)	 t q[0]
Gate(  639)	cx q[0], q[6]
Gate(  640)	cx q[3], q[0]
Gate(  641)	cx q[6], q[3]
Gate(  642)	 h q[0]
Gate(  643)	 h q[6]
Gate(  644)	 t q[5]
Gate(  645)	 t q[4]
Gate(  646)	 t q[6]
Gate(  647)	cx q[4], q[5]
Gate(  648)	cx q[6], q[4]
Gate(  649)	cx q[5], q[6]
Gate(  650)	tdg q[4]
Gate(  651)	cx q[5], q[4]
Gate(  652)	tdg q[5]
Gate(  653)	tdg q[4]
Gate(  654)	 t q[6]
Gate(  655)	cx q[6], q[4]
Gate(  656)	cx q[5], q[6]
Gate(  657)	cx q[4], q[5]
Gate(  658)	 h q[6]
Gate(  659)	 h q[4]
Gate(  660)	 t q[7]
Gate(  661)	 t q[2]
Gate(  662)	 t q[4]
Gate(  663)	cx q[2], q[7]
Gate(  664)	cx q[4], q[2]
Gate(  665)	cx q[7], q[4]
Gate(  666)	tdg q[2]
Gate(  667)	cx q[7], q[2]
Gate(  668)	tdg q[7]
Gate(  669)	tdg q[2]
Gate(  670)	 t q[4]
Gate(  671)	cx q[4], q[2]
Gate(  672)	cx q[7], q[4]
Gate(  673)	cx q[2], q[7]
Gate(  674)	 h q[4]
Gate(  675)	 h q[2]
Gate(  676)	 t q[9]
Gate(  677)	 t q[8]
Gate(  678)	 t q[2]
Gate(  679)	cx q[8], q[9]
Gate(  680)	cx q[2], q[8]
Gate(  681)	cx q[9], q[2]
Gate(  682)	tdg q[8]
Gate(  683)	cx q[9], q[8]
Gate(  684)	tdg q[9]
Gate(  685)	tdg q[8]
Gate(  686)	 t q[2]
Gate(  687)	cx q[2], q[8]
Gate(  688)	cx q[9], q[2]
Gate(  689)	cx q[8], q[9]
Gate(  690)	 h q[2]
Gate(  691)	 h q[4]
Gate(  692)	 t q[7]
Gate(  693)	 t q[2]
Gate(  694)	 t q[4]
Gate(  695)	cx q[2], q[7]
Gate(  696)	cx q[4], q[2]
Gate(  697)	cx q[7], q[4]
Gate(  698)	tdg q[2]
Gate(  699)	cx q[7], q[2]
Gate(  700)	tdg q[7]
Gate(  701)	tdg q[2]
Gate(  702)	 t q[4]
Gate(  703)	cx q[4], q[2]
Gate(  704)	cx q[7], q[4]
Gate(  705)	cx q[2], q[7]
Gate(  706)	 h q[4]
Gate(  707)	 h q[6]
Gate(  708)	 t q[5]
Gate(  709)	 t q[4]
Gate(  710)	 t q[6]
Gate(  711)	cx q[4], q[5]
Gate(  712)	cx q[6], q[4]
Gate(  713)	cx q[5], q[6]
Gate(  714)	tdg q[4]
Gate(  715)	cx q[5], q[4]
Gate(  716)	tdg q[5]
Gate(  717)	tdg q[4]
Gate(  718)	 t q[6]
Gate(  719)	cx q[6], q[4]
Gate(  720)	cx q[5], q[6]
Gate(  721)	cx q[4], q[5]
Gate(  722)	 h q[6]
Gate(  723)	 h q[0]
Gate(  724)	 t q[4]
Gate(  725)	 t q[9]
Gate(  726)	 t q[0]
Gate(  727)	cx q[9], q[4]
Gate(  728)	cx q[0], q[9]
Gate(  729)	cx q[4], q[0]
Gate(  730)	tdg q[9]
Gate(  731)	cx q[4], q[9]
Gate(  732)	tdg q[4]
Gate(  733)	tdg q[9]
Gate(  734)	 t q[0]
Gate(  735)	cx q[0], q[9]
Gate(  736)	cx q[4], q[0]
Gate(  737)	cx q[9], q[4]
Gate(  738)	 h q[0]
Gate(  739)	 h q[9]
Gate(  740)	 t q[5]
Gate(  741)	 t q[3]
Gate(  742)	 t q[9]
Gate(  743)	cx q[3], q[5]
Gate(  744)	cx q[9], q[3]
Gate(  745)	cx q[5], q[9]
Gate(  746)	tdg q[3]
Gate(  747)	cx q[5], q[3]
Gate(  748)	tdg q[5]
Gate(  749)	tdg q[3]
Gate(  750)	 t q[9]
Gate(  751)	cx q[9], q[3]
Gate(  752)	cx q[5], q[9]
Gate(  753)	cx q[3], q[5]
Gate(  754)	 h q[9]
Gate(  755)	 h q[3]
Gate(  756)	 t q[6]
Gate(  757)	 t q[2]
Gate(  758)	 t q[3]
Gate(  759)	cx q[2], q[6]
Gate(  760)	cx q[3], q[2]
Gate(  761)	cx q[6], q[3]
Gate(  762)	tdg q[2]
Gate(  763)	cx q[6], q[2]
Gate(  764)	tdg q[6]
Gate(  765)	tdg q[2]
Gate(  766)	 t q[3]
Gate(  767)	cx q[3], q[2]
Gate(  768)	cx q[6], q[3]
Gate(  769)	cx q[2], q[6]
Gate(  770)	 h q[3]
Gate(  771)	 h q[2]
Gate(  772)	 t q[8]
Gate(  773)	 t q[7]
Gate(  774)	 t q[2]
Gate(  775)	cx q[7], q[8]
Gate(  776)	cx q[2], q[7]
Gate(  777)	cx q[8], q[2]
Gate(  778)	tdg q[7]
Gate(  779)	cx q[8], q[7]
Gate(  780)	tdg q[8]
Gate(  781)	tdg q[7]
Gate(  782)	 t q[2]
Gate(  783)	cx q[2], q[7]
Gate(  784)	cx q[8], q[2]
Gate(  785)	cx q[7], q[8]
Gate(  786)	 h q[2]
Gate(  787)	 h q[3]
Gate(  788)	 t q[6]
Gate(  789)	 t q[2]
Gate(  790)	 t q[3]
Gate(  791)	cx q[2], q[6]
Gate(  792)	cx q[3], q[2]
Gate(  793)	cx q[6], q[3]
Gate(  794)	tdg q[2]
Gate(  795)	cx q[6], q[2]
Gate(  796)	tdg q[6]
Gate(  797)	tdg q[2]
Gate(  798)	 t q[3]
Gate(  799)	cx q[3], q[2]
Gate(  800)	cx q[6], q[3]
Gate(  801)	cx q[2], q[6]
Gate(  802)	 h q[3]
Gate(  803)	 h q[9]
Gate(  804)	 t q[5]
Gate(  805)	 t q[3]
Gate(  806)	 t q[9]
Gate(  807)	cx q[3], q[5]
Gate(  808)	cx q[9], q[3]
Gate(  809)	cx q[5], q[9]
Gate(  810)	tdg q[3]
Gate(  811)	cx q[5], q[3]
Gate(  812)	tdg q[5]
Gate(  813)	tdg q[3]
Gate(  814)	 t q[9]
Gate(  815)	cx q[9], q[3]
Gate(  816)	cx q[5], q[9]
Gate(  817)	cx q[3], q[5]
Gate(  818)	 h q[9]
Gate(  819)	 h q[0]
Gate(  820)	 t q[4]
