
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate(   95)	rz q[1]
Gate(   96)	rz q[2]
Gate(   97)	rz q[3]
Gate(   98)	rz q[4]
Gate(   99)	rz q[5]
Gate(  100)	rz q[6]
Gate(  101)	rz q[7]
Gate(  102)	rz q[8]
Gate(  103)	rz q[9]
Gate(  104)	rz q[0]
Gate(  105)	rz q[1]
Gate(  106)	rz q[1]
Gate(  107)	cx q[0], q[1]
Gate(  108)	rz q[1]
Gate(  109)	cx q[0], q[1]
Gate(  110)	rz q[2]
Gate(  111)	rz q[3]
Gate(  112)	rz q[3]
Gate(  113)	cx q[2], q[3]
Gate(  114)	rz q[3]
Gate(  115)	cx q[2], q[3]
Gate(  116)	rz q[4]
Gate(  117)	rz q[5]
Gate(  118)	rz q[5]
Gate(  119)	cx q[4], q[5]
Gate(  120)	rz q[5]
Gate(  121)	cx q[4], q[5]
Gate(  122)	rz q[6]
Gate(  123)	rz q[7]
Gate(  124)	rz q[7]
Gate(  125)	cx q[6], q[7]
Gate(  126)	rz q[7]
Gate(  127)	cx q[6], q[7]
Gate(  128)	rz q[8]
Gate(  129)	rz q[9]
Gate(  130)	rz q[9]
Gate(  131)	cx q[8], q[9]
Gate(  132)	rz q[9]
Gate(  133)	cx q[8], q[9]
Gate(  134)	rz q[1]
Gate(  135)	rz q[2]
Gate(  136)	rz q[2]
Gate(  137)	cx q[1], q[2]
Gate(  138)	rz q[2]
Gate(  139)	cx q[1], q[2]
Gate(  140)	rz q[3]
Gate(  141)	rz q[4]
Gate(  142)	rz q[4]
Gate(  143)	cx q[3], q[4]
Gate(  144)	rz q[4]
Gate(  145)	cx q[3], q[4]
Gate(  146)	rz q[5]
Gate(  147)	rz q[6]
Gate(  148)	rz q[6]
Gate(  149)	cx q[5], q[6]
Gate(  150)	rz q[6]
Gate(  151)	cx q[5], q[6]
Gate(  152)	rz q[7]
Gate(  153)	rz q[8]
Gate(  154)	rz q[8]
Gate(  155)	cx q[7], q[8]
Gate(  156)	rz q[8]
Gate(  157)	cx q[7], q[8]
Gate(  158)	 h q[0]
Gate(  159)	rz q[0]
Gate(  160)	 h q[0]
Gate(  161)	 h q[1]
Gate(  162)	rz q[1]
Gate(  163)	 h q[1]
Gate(  164)	 h q[2]
Gate(  165)	rz q[2]
Gate(  166)	 h q[2]
Gate(  167)	 h q[3]
Gate(  168)	rz q[3]
Gate(  169)	 h q[3]
Gate(  170)	 h q[4]
Gate(  171)	rz q[4]
Gate(  172)	 h q[4]
Gate(  173)	 h q[5]
Gate(  174)	rz q[5]
Gate(  175)	 h q[5]
Gate(  176)	 h q[6]
Gate(  177)	rz q[6]
Gate(  178)	 h q[6]
Gate(  179)	 h q[7]
Gate(  180)	rz q[7]
Gate(  181)	 h q[7]
Gate(  182)	 h q[8]
Gate(  183)	rz q[8]
Gate(  184)	 h q[8]
Gate(  185)	 h q[9]
Gate(  186)	rz q[9]
Gate(  187)	 h q[9]
Gate(  188)	rz q[0]
Gate(  189)	rz q[1]
Gate(  190)	rz q[2]
Gate(  191)	rz q[3]
Gate(  192)	rz q[4]
Gate(  193)	rz q[5]
Gate(  194)	rz q[6]
Gate(  195)	rz q[7]
Gate(  196)	rz q[8]
Gate(  197)	rz q[9]
Gate(  198)	rz q[0]
Gate(  199)	rz q[1]
Gate(  200)	rz q[1]
Gate(  201)	cx q[0], q[1]
Gate(  202)	rz q[1]
Gate(  203)	cx q[0], q[1]
Gate(  204)	rz q[2]
Gate(  205)	rz q[3]
Gate(  206)	rz q[3]
Gate(  207)	cx q[2], q[3]
Gate(  208)	rz q[3]
Gate(  209)	cx q[2], q[3]
Gate(  210)	rz q[4]
Gate(  211)	rz q[5]
Gate(  212)	rz q[5]
Gate(  213)	cx q[4], q[5]
Gate(  214)	rz q[5]
Gate(  215)	cx q[4], q[5]
Gate(  216)	rz q[6]
Gate(  217)	rz q[7]
Gate(  218)	rz q[7]
Gate(  219)	cx q[6], q[7]
Gate(  220)	rz q[7]
Gate(  221)	cx q[6], q[7]
Gate(  222)	rz q[8]
Gate(  223)	rz q[9]
Gate(  224)	rz q[9]
Gate(  225)	cx q[8], q[9]
Gate(  226)	rz q[9]
Gate(  227)	cx q[8], q[9]
Gate(  228)	rz q[1]
Gate(  229)	rz q[2]
Gate(  230)	rz q[2]
Gate(  231)	cx q[1], q[2]
Gate(  232)	rz q[2]
Gate(  233)	cx q[1], q[2]
Gate(  234)	rz q[3]
Gate(  235)	rz q[4]
Gate(  236)	rz q[4]
Gate(  237)	cx q[3], q[4]
Gate(  238)	rz q[4]
Gate(  239)	cx q[3], q[4]
Gate(  240)	rz q[5]
Gate(  241)	rz q[6]
Gate(  242)	rz q[6]
Gate(  243)	cx q[5], q[6]
Gate(  244)	rz q[6]
Gate(  245)	cx q[5], q[6]
Gate(  246)	rz q[7]
Gate(  247)	rz q[8]
Gate(  248)	rz q[8]
Gate(  249)	cx q[7], q[8]
Gate(  250)	rz q[8]
Gate(  251)	cx q[7], q[8]
Gate(  252)	 h q[0]
Gate(  253)	rz q[0]
Gate(  254)	 h q[0]
Gate(  255)	 h q[1]
Gate(  256)	rz q[1]
Gate(  257)	 h q[1]
Gate(  258)	 h q[2]
Gate(  259)	rz q[2]
Gate(  260)	 h q[2]
Gate(  261)	 h q[3]
Gate(  262)	rz q[3]
Gate(  263)	 h q[3]
Gate(  264)	 h q[4]
Gate(  265)	rz q[4]
Gate(  266)	 h q[4]
Gate(  267)	 h q[5]
Gate(  268)	rz q[5]
Gate(  269)	 h q[5]
Gate(  270)	 h q[6]
Gate(  271)	rz q[6]
Gate(  272)	 h q[6]
Gate(  273)	 h q[7]
Gate(  274)	rz q[7]
Gate(  275)	 h q[7]
Gate(  276)	 h q[8]
Gate(  277)	rz q[8]
Gate(  278)	 h q[8]
Gate(  279)	 h q[9]
Gate(  280)	rz q[9]
Gate(  281)	 h q[9]
Gate(  282)	rz q[0]
Gate(  283)	rz q[1]
Gate(  284)	rz q[2]
Gate(  285)	rz q[3]
Gate(  286)	rz q[4]
Gate(  287)	rz q[5]
Gate(  288)	rz q[6]
Gate(  289)	rz q[7]
Gate(  290)	rz q[8]
Gate(  291)	rz q[9]
Gate(  292)	rz q[0]
Gate(  293)	rz q[1]
Gate(  294)	rz q[1]
Gate(  295)	cx q[0], q[1]
Gate(  296)	rz q[1]
Gate(  297)	cx q[0], q[1]
Gate(  298)	rz q[2]
Gate(  299)	rz q[3]
Gate(  300)	rz q[3]
Gate(  301)	cx q[2], q[3]
Gate(  302)	rz q[3]
Gate(  303)	cx q[2], q[3]
Gate(  304)	rz q[4]
Gate(  305)	rz q[5]
Gate(  306)	rz q[5]
Gate(  307)	cx q[4], q[5]
Gate(  308)	rz q[5]
Gate(  309)	cx q[4], q[5]
Gate(  310)	rz q[6]
Gate(  311)	rz q[7]
Gate(  312)	rz q[7]
Gate(  313)	cx q[6], q[7]
Gate(  314)	rz q[7]
Gate(  315)	cx q[6], q[7]
Gate(  316)	rz q[8]
Gate(  317)	rz q[9]
Gate(  318)	rz q[9]
Gate(  319)	cx q[8], q[9]
Gate(  320)	rz q[9]
Gate(  321)	cx q[8], q[9]
Gate(  322)	rz q[1]
Gate(  323)	rz q[2]
Gate(  324)	rz q[2]
Gate(  325)	cx q[1], q[2]
Gate(  326)	rz q[2]
Gate(  327)	cx q[1], q[2]
Gate(  328)	rz q[3]
Gate(  329)	rz q[4]
Gate(  330)	rz q[4]
Gate(  331)	cx q[3], q[4]
Gate(  332)	rz q[4]
Gate(  333)	cx q[3], q[4]
Gate(  334)	rz q[5]
Gate(  335)	rz q[6]
Gate(  336)	rz q[6]
Gate(  337)	cx q[5], q[6]
Gate(  338)	rz q[6]
Gate(  339)	cx q[5], q[6]
Gate(  340)	rz q[7]
Gate(  341)	rz q[8]
Gate(  342)	rz q[8]
Gate(  343)	cx q[7], q[8]
Gate(  344)	rz q[8]
Gate(  345)	cx q[7], q[8]
Gate(  346)	 h q[0]
Gate(  347)	rz q[0]
Gate(  348)	 h q[0]
Gate(  349)	 h q[1]
Gate(  350)	rz q[1]
Gate(  351)	 h q[1]
Gate(  352)	 h q[2]
Gate(  353)	rz q[2]
Gate(  354)	 h q[2]
Gate(  355)	 h q[3]
Gate(  356)	rz q[3]
Gate(  357)	 h q[3]
Gate(  358)	 h q[4]
Gate(  359)	rz q[4]
Gate(  360)	 h q[4]
Gate(  361)	 h q[5]
Gate(  362)	rz q[5]
Gate(  363)	 h q[5]
Gate(  364)	 h q[6]
Gate(  365)	rz q[6]
Gate(  366)	 h q[6]
Gate(  367)	 h q[7]
Gate(  368)	rz q[7]
Gate(  369)	 h q[7]
Gate(  370)	 h q[8]
Gate(  371)	rz q[8]
Gate(  372)	 h q[8]
Gate(  373)	 h q[9]
Gate(  374)	rz q[9]
Gate(  375)	 h q[9]
Gate(  376)	rz q[0]
Gate(  377)	rz q[1]
Gate(  378)	rz q[2]
Gate(  379)	rz q[3]
Gate(  380)	rz q[4]
Gate(  381)	rz q[5]
Gate(  382)	rz q[6]
Gate(  383)	rz q[7]
Gate(  384)	rz q[8]
Gate(  385)	rz q[9]
Gate(  386)	rz q[0]
Gate(  387)	rz q[1]
Gate(  388)	rz q[1]
Gate(  389)	cx q[0], q[1]
Gate(  390)	rz q[1]
Gate(  391)	cx q[0], q[1]
Gate(  392)	rz q[2]
Gate(  393)	rz q[3]
Gate(  394)	rz q[3]
Gate(  395)	cx q[2], q[3]
Gate(  396)	rz q[3]
Gate(  397)	cx q[2], q[3]
Gate(  398)	rz q[4]
Gate(  399)	rz q[5]
Gate(  400)	rz q[5]
Gate(  401)	cx q[4], q[5]
Gate(  402)	rz q[5]
Gate(  403)	cx q[4], q[5]
Gate(  404)	rz q[6]
Gate(  405)	rz q[7]
Gate(  406)	rz q[7]
Gate(  407)	cx q[6], q[7]
Gate(  408)	rz q[7]
Gate(  409)	cx q[6], q[7]
Gate(  410)	rz q[8]
Gate(  411)	rz q[9]
Gate(  412)	rz q[9]
Gate(  413)	cx q[8], q[9]
Gate(  414)	rz q[9]
Gate(  415)	cx q[8], q[9]
Gate(  416)	rz q[1]
Gate(  417)	rz q[2]
Gate(  418)	rz q[2]
Gate(  419)	cx q[1], q[2]
Gate(  420)	rz q[2]
Gate(  421)	cx q[1], q[2]
Gate(  422)	rz q[3]
Gate(  423)	rz q[4]
Gate(  424)	rz q[4]
Gate(  425)	cx q[3], q[4]
Gate(  426)	rz q[4]
Gate(  427)	cx q[3], q[4]
Gate(  428)	rz q[5]
Gate(  429)	rz q[6]
Gate(  430)	rz q[6]
Gate(  431)	cx q[5], q[6]
Gate(  432)	rz q[6]
Gate(  433)	cx q[5], q[6]
Gate(  434)	rz q[7]
Gate(  435)	rz q[8]
Gate(  436)	rz q[8]
Gate(  437)	cx q[7], q[8]
Gate(  438)	rz q[8]
Gate(  439)	cx q[7], q[8]
Gate(  440)	 h q[0]
Gate(  441)	rz q[0]
Gate(  442)	 h q[0]
Gate(  443)	 h q[1]
Gate(  444)	rz q[1]
Gate(  445)	 h q[1]
Gate(  446)	 h q[2]
Gate(  447)	rz q[2]
Gate(  448)	 h q[2]
Gate(  449)	 h q[3]
Gate(  450)	rz q[3]
Gate(  451)	 h q[3]
Gate(  452)	 h q[4]
Gate(  453)	rz q[4]
Gate(  454)	 h q[4]
Gate(  455)	 h q[5]
Gate(  456)	rz q[5]
Gate(  457)	 h q[5]
Gate(  458)	 h q[6]
Gate(  459)	rz q[6]
Gate(  460)	 h q[6]
Gate(  461)	 h q[7]
Gate(  462)	rz q[7]
Gate(  463)	 h q[7]
Gate(  464)	 h q[8]
Gate(  465)	rz q[8]
Gate(  466)	 h q[8]
Gate(  467)	 h q[9]
Gate(  468)	rz q[9]
Gate(  469)	 h q[9]
Gate(  470)	rz q[0]
Gate(  471)	rz q[1]
Gate(  472)	rz q[2]
Gate(  473)	rz q[3]
Gate(  474)	rz q[4]
Gate(  475)	rz q[5]
Gate(  476)	rz q[6]
Gate(  477)	rz q[7]
Gate(  478)	rz q[8]
Gate(  479)	rz q[9]

*** Option ***
Input file  : ../example/ising_model_10.qasm
Output file : ../output/ising_model_10.qasm

Generating Multi-QPU Architecture: 4 QPUs, each with 16 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 
  Node 1 (weight=1): edges -> 0 5 
  Node 2 (weight=1): edges -> 1 5 
  Node 3 (weight=1): edges -> 1 6 
  Node 4 (weight=1): edges -> 2 6 
  Node 5 (weight=1): edges -> 2 7 
  Node 6 (weight=1): edges -> 3 7 
  Node 7 (weight=1): edges -> 3 8 
  Node 8 (weight=1): edges -> 4 8 
  Node 9 (weight=1): edges -> 4 

[Edges]
  Edge 0 : q1 -- q0  weight=91
  Edge 1 : q3 -- q2  weight=91
  Edge 2 : q5 -- q4  weight=91
  Edge 3 : q7 -- q6  weight=91
  Edge 4 : q9 -- q8  weight=91
  Edge 5 : q2 -- q1  weight=91
  Edge 6 : q4 -- q3  weight=91
  Edge 7 : q6 -- q5  weight=91
  Edge 8 : q8 -- q7  weight=91
===================================================


[ADAPTIVE-METIS] start: nvtxs=10 edges=9 ufactor=1000 max_trials=1
Input Error: Incorrect numflag.
  [trial   0] Q=0.65667 cut=273000 perturb=0.000 sizes=[2,3,2,3]  *** BEST ***
[ADAPTIVE-METIS] DONE: best_Q=0.65667 trials=2/1 success=1
  partition sizes: [2,3,2,3] imbalance=1.20

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums ==========
  Total cross-QPU weight: 273.000
  QPU0<->QPU1: 91.000
  QPU1<->QPU2: 91.000
  QPU2<->QPU3: 91.000

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2
[MATCH] Sub3 -> QPU3

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping v5
[FIDELITY] swaps=0 inter_epr=30 => F=0.007631
[END] main_mapping v5.1 SWAPs=0 inter_exec=30 fidelity=0.007631
*** Final Circuit ***
# add_2q_num: 0
# fidelity: 0.007631

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.002      0.002
GENERATE MULTI-QPU             0.043      0.043
INITIAL MAPPING                0.044      0.044
MAIN MAPPING                   0.044      0.044
END PROGRAM                    0.045      0.045

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.507812 MB
