
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate(   93)	 h q[2]
Gate(   94)	 h q[3]
Gate(   95)	rz q[3]
Gate(   96)	 h q[3]
Gate(   97)	 h q[4]
Gate(   98)	rz q[4]
Gate(   99)	 h q[4]
Gate(  100)	 h q[5]
Gate(  101)	rz q[5]
Gate(  102)	 h q[5]
Gate(  103)	 h q[6]
Gate(  104)	rz q[6]
Gate(  105)	 h q[6]
Gate(  106)	 h q[7]
Gate(  107)	rz q[7]
Gate(  108)	 h q[7]
Gate(  109)	 h q[8]
Gate(  110)	rz q[8]
Gate(  111)	 h q[8]
Gate(  112)	 h q[9]
Gate(  113)	rz q[9]
Gate(  114)	 h q[9]
Gate(  115)	 h q[10]
Gate(  116)	rz q[10]
Gate(  117)	 h q[10]
Gate(  118)	 h q[11]
Gate(  119)	rz q[11]
Gate(  120)	 h q[11]
Gate(  121)	 h q[12]
Gate(  122)	rz q[12]
Gate(  123)	 h q[12]
Gate(  124)	rz q[0]
Gate(  125)	rz q[1]
Gate(  126)	rz q[2]
Gate(  127)	rz q[3]
Gate(  128)	rz q[4]
Gate(  129)	rz q[5]
Gate(  130)	rz q[6]
Gate(  131)	rz q[7]
Gate(  132)	rz q[8]
Gate(  133)	rz q[9]
Gate(  134)	rz q[10]
Gate(  135)	rz q[11]
Gate(  136)	rz q[12]
Gate(  137)	rz q[0]
Gate(  138)	rz q[1]
Gate(  139)	rz q[1]
Gate(  140)	cx q[0], q[1]
Gate(  141)	rz q[1]
Gate(  142)	cx q[0], q[1]
Gate(  143)	rz q[2]
Gate(  144)	rz q[3]
Gate(  145)	rz q[3]
Gate(  146)	cx q[2], q[3]
Gate(  147)	rz q[3]
Gate(  148)	cx q[2], q[3]
Gate(  149)	rz q[4]
Gate(  150)	rz q[5]
Gate(  151)	rz q[5]
Gate(  152)	cx q[4], q[5]
Gate(  153)	rz q[5]
Gate(  154)	cx q[4], q[5]
Gate(  155)	rz q[6]
Gate(  156)	rz q[7]
Gate(  157)	rz q[7]
Gate(  158)	cx q[6], q[7]
Gate(  159)	rz q[7]
Gate(  160)	cx q[6], q[7]
Gate(  161)	rz q[8]
Gate(  162)	rz q[9]
Gate(  163)	rz q[9]
Gate(  164)	cx q[8], q[9]
Gate(  165)	rz q[9]
Gate(  166)	cx q[8], q[9]
Gate(  167)	rz q[10]
Gate(  168)	rz q[11]
Gate(  169)	rz q[11]
Gate(  170)	cx q[10], q[11]
Gate(  171)	rz q[11]
Gate(  172)	cx q[10], q[11]
Gate(  173)	rz q[1]
Gate(  174)	rz q[2]
Gate(  175)	rz q[2]
Gate(  176)	cx q[1], q[2]
Gate(  177)	rz q[2]
Gate(  178)	cx q[1], q[2]
Gate(  179)	rz q[3]
Gate(  180)	rz q[4]
Gate(  181)	rz q[4]
Gate(  182)	cx q[3], q[4]
Gate(  183)	rz q[4]
Gate(  184)	cx q[3], q[4]
Gate(  185)	rz q[5]
Gate(  186)	rz q[6]
Gate(  187)	rz q[6]
Gate(  188)	cx q[5], q[6]
Gate(  189)	rz q[6]
Gate(  190)	cx q[5], q[6]
Gate(  191)	rz q[7]
Gate(  192)	rz q[8]
Gate(  193)	rz q[8]
Gate(  194)	cx q[7], q[8]
Gate(  195)	rz q[8]
Gate(  196)	cx q[7], q[8]
Gate(  197)	rz q[9]
Gate(  198)	rz q[10]
Gate(  199)	rz q[10]
Gate(  200)	cx q[9], q[10]
Gate(  201)	rz q[10]
Gate(  202)	cx q[9], q[10]
Gate(  203)	rz q[11]
Gate(  204)	rz q[12]
Gate(  205)	rz q[12]
Gate(  206)	cx q[11], q[12]
Gate(  207)	rz q[12]
Gate(  208)	cx q[11], q[12]
Gate(  209)	 h q[0]
Gate(  210)	rz q[0]
Gate(  211)	 h q[0]
Gate(  212)	 h q[1]
Gate(  213)	rz q[1]
Gate(  214)	 h q[1]
Gate(  215)	 h q[2]
Gate(  216)	rz q[2]
Gate(  217)	 h q[2]
Gate(  218)	 h q[3]
Gate(  219)	rz q[3]
Gate(  220)	 h q[3]
Gate(  221)	 h q[4]
Gate(  222)	rz q[4]
Gate(  223)	 h q[4]
Gate(  224)	 h q[5]
Gate(  225)	rz q[5]
Gate(  226)	 h q[5]
Gate(  227)	 h q[6]
Gate(  228)	rz q[6]
Gate(  229)	 h q[6]
Gate(  230)	 h q[7]
Gate(  231)	rz q[7]
Gate(  232)	 h q[7]
Gate(  233)	 h q[8]
Gate(  234)	rz q[8]
Gate(  235)	 h q[8]
Gate(  236)	 h q[9]
Gate(  237)	rz q[9]
Gate(  238)	 h q[9]
Gate(  239)	 h q[10]
Gate(  240)	rz q[10]
Gate(  241)	 h q[10]
Gate(  242)	 h q[11]
Gate(  243)	rz q[11]
Gate(  244)	 h q[11]
Gate(  245)	 h q[12]
Gate(  246)	rz q[12]
Gate(  247)	 h q[12]
Gate(  248)	rz q[0]
Gate(  249)	rz q[1]
Gate(  250)	rz q[2]
Gate(  251)	rz q[3]
Gate(  252)	rz q[4]
Gate(  253)	rz q[5]
Gate(  254)	rz q[6]
Gate(  255)	rz q[7]
Gate(  256)	rz q[8]
Gate(  257)	rz q[9]
Gate(  258)	rz q[10]
Gate(  259)	rz q[11]
Gate(  260)	rz q[12]
Gate(  261)	rz q[0]
Gate(  262)	rz q[1]
Gate(  263)	rz q[1]
Gate(  264)	cx q[0], q[1]
Gate(  265)	rz q[1]
Gate(  266)	cx q[0], q[1]
Gate(  267)	rz q[2]
Gate(  268)	rz q[3]
Gate(  269)	rz q[3]
Gate(  270)	cx q[2], q[3]
Gate(  271)	rz q[3]
Gate(  272)	cx q[2], q[3]
Gate(  273)	rz q[4]
Gate(  274)	rz q[5]
Gate(  275)	rz q[5]
Gate(  276)	cx q[4], q[5]
Gate(  277)	rz q[5]
Gate(  278)	cx q[4], q[5]
Gate(  279)	rz q[6]
Gate(  280)	rz q[7]
Gate(  281)	rz q[7]
Gate(  282)	cx q[6], q[7]
Gate(  283)	rz q[7]
Gate(  284)	cx q[6], q[7]
Gate(  285)	rz q[8]
Gate(  286)	rz q[9]
Gate(  287)	rz q[9]
Gate(  288)	cx q[8], q[9]
Gate(  289)	rz q[9]
Gate(  290)	cx q[8], q[9]
Gate(  291)	rz q[10]
Gate(  292)	rz q[11]
Gate(  293)	rz q[11]
Gate(  294)	cx q[10], q[11]
Gate(  295)	rz q[11]
Gate(  296)	cx q[10], q[11]
Gate(  297)	rz q[1]
Gate(  298)	rz q[2]
Gate(  299)	rz q[2]
Gate(  300)	cx q[1], q[2]
Gate(  301)	rz q[2]
Gate(  302)	cx q[1], q[2]
Gate(  303)	rz q[3]
Gate(  304)	rz q[4]
Gate(  305)	rz q[4]
Gate(  306)	cx q[3], q[4]
Gate(  307)	rz q[4]
Gate(  308)	cx q[3], q[4]
Gate(  309)	rz q[5]
Gate(  310)	rz q[6]
Gate(  311)	rz q[6]
Gate(  312)	cx q[5], q[6]
Gate(  313)	rz q[6]
Gate(  314)	cx q[5], q[6]
Gate(  315)	rz q[7]
Gate(  316)	rz q[8]
Gate(  317)	rz q[8]
Gate(  318)	cx q[7], q[8]
Gate(  319)	rz q[8]
Gate(  320)	cx q[7], q[8]
Gate(  321)	rz q[9]
Gate(  322)	rz q[10]
Gate(  323)	rz q[10]
Gate(  324)	cx q[9], q[10]
Gate(  325)	rz q[10]
Gate(  326)	cx q[9], q[10]
Gate(  327)	rz q[11]
Gate(  328)	rz q[12]
Gate(  329)	rz q[12]
Gate(  330)	cx q[11], q[12]
Gate(  331)	rz q[12]
Gate(  332)	cx q[11], q[12]
Gate(  333)	 h q[0]
Gate(  334)	rz q[0]
Gate(  335)	 h q[0]
Gate(  336)	 h q[1]
Gate(  337)	rz q[1]
Gate(  338)	 h q[1]
Gate(  339)	 h q[2]
Gate(  340)	rz q[2]
Gate(  341)	 h q[2]
Gate(  342)	 h q[3]
Gate(  343)	rz q[3]
Gate(  344)	 h q[3]
Gate(  345)	 h q[4]
Gate(  346)	rz q[4]
Gate(  347)	 h q[4]
Gate(  348)	 h q[5]
Gate(  349)	rz q[5]
Gate(  350)	 h q[5]
Gate(  351)	 h q[6]
Gate(  352)	rz q[6]
Gate(  353)	 h q[6]
Gate(  354)	 h q[7]
Gate(  355)	rz q[7]
Gate(  356)	 h q[7]
Gate(  357)	 h q[8]
Gate(  358)	rz q[8]
Gate(  359)	 h q[8]
Gate(  360)	 h q[9]
Gate(  361)	rz q[9]
Gate(  362)	 h q[9]
Gate(  363)	 h q[10]
Gate(  364)	rz q[10]
Gate(  365)	 h q[10]
Gate(  366)	 h q[11]
Gate(  367)	rz q[11]
Gate(  368)	 h q[11]
Gate(  369)	 h q[12]
Gate(  370)	rz q[12]
Gate(  371)	 h q[12]
Gate(  372)	rz q[0]
Gate(  373)	rz q[1]
Gate(  374)	rz q[2]
Gate(  375)	rz q[3]
Gate(  376)	rz q[4]
Gate(  377)	rz q[5]
Gate(  378)	rz q[6]
Gate(  379)	rz q[7]
Gate(  380)	rz q[8]
Gate(  381)	rz q[9]
Gate(  382)	rz q[10]
Gate(  383)	rz q[11]
Gate(  384)	rz q[12]
Gate(  385)	rz q[0]
Gate(  386)	rz q[1]
Gate(  387)	rz q[1]
Gate(  388)	cx q[0], q[1]
Gate(  389)	rz q[1]
Gate(  390)	cx q[0], q[1]
Gate(  391)	rz q[2]
Gate(  392)	rz q[3]
Gate(  393)	rz q[3]
Gate(  394)	cx q[2], q[3]
Gate(  395)	rz q[3]
Gate(  396)	cx q[2], q[3]
Gate(  397)	rz q[4]
Gate(  398)	rz q[5]
Gate(  399)	rz q[5]
Gate(  400)	cx q[4], q[5]
Gate(  401)	rz q[5]
Gate(  402)	cx q[4], q[5]
Gate(  403)	rz q[6]
Gate(  404)	rz q[7]
Gate(  405)	rz q[7]
Gate(  406)	cx q[6], q[7]
Gate(  407)	rz q[7]
Gate(  408)	cx q[6], q[7]
Gate(  409)	rz q[8]
Gate(  410)	rz q[9]
Gate(  411)	rz q[9]
Gate(  412)	cx q[8], q[9]
Gate(  413)	rz q[9]
Gate(  414)	cx q[8], q[9]
Gate(  415)	rz q[10]
Gate(  416)	rz q[11]
Gate(  417)	rz q[11]
Gate(  418)	cx q[10], q[11]
Gate(  419)	rz q[11]
Gate(  420)	cx q[10], q[11]
Gate(  421)	rz q[1]
Gate(  422)	rz q[2]
Gate(  423)	rz q[2]
Gate(  424)	cx q[1], q[2]
Gate(  425)	rz q[2]
Gate(  426)	cx q[1], q[2]
Gate(  427)	rz q[3]
Gate(  428)	rz q[4]
Gate(  429)	rz q[4]
Gate(  430)	cx q[3], q[4]
Gate(  431)	rz q[4]
Gate(  432)	cx q[3], q[4]
Gate(  433)	rz q[5]
Gate(  434)	rz q[6]
Gate(  435)	rz q[6]
Gate(  436)	cx q[5], q[6]
Gate(  437)	rz q[6]
Gate(  438)	cx q[5], q[6]
Gate(  439)	rz q[7]
Gate(  440)	rz q[8]
Gate(  441)	rz q[8]
Gate(  442)	cx q[7], q[8]
Gate(  443)	rz q[8]
Gate(  444)	cx q[7], q[8]
Gate(  445)	rz q[9]
Gate(  446)	rz q[10]
Gate(  447)	rz q[10]
Gate(  448)	cx q[9], q[10]
Gate(  449)	rz q[10]
Gate(  450)	cx q[9], q[10]
Gate(  451)	rz q[11]
Gate(  452)	rz q[12]
Gate(  453)	rz q[12]
Gate(  454)	cx q[11], q[12]
Gate(  455)	rz q[12]
Gate(  456)	cx q[11], q[12]
Gate(  457)	 h q[0]
Gate(  458)	rz q[0]
Gate(  459)	 h q[0]
Gate(  460)	 h q[1]
Gate(  461)	rz q[1]
Gate(  462)	 h q[1]
Gate(  463)	 h q[2]
Gate(  464)	rz q[2]
Gate(  465)	 h q[2]
Gate(  466)	 h q[3]
Gate(  467)	rz q[3]
Gate(  468)	 h q[3]
Gate(  469)	 h q[4]
Gate(  470)	rz q[4]
Gate(  471)	 h q[4]
Gate(  472)	 h q[5]
Gate(  473)	rz q[5]
Gate(  474)	 h q[5]
Gate(  475)	 h q[6]
Gate(  476)	rz q[6]
Gate(  477)	 h q[6]
Gate(  478)	 h q[7]
Gate(  479)	rz q[7]
Gate(  480)	 h q[7]
Gate(  481)	 h q[8]
Gate(  482)	rz q[8]
Gate(  483)	 h q[8]
Gate(  484)	 h q[9]
Gate(  485)	rz q[9]
Gate(  486)	 h q[9]
Gate(  487)	 h q[10]
Gate(  488)	rz q[10]
Gate(  489)	 h q[10]
Gate(  490)	 h q[11]
Gate(  491)	rz q[11]
Gate(  492)	 h q[11]
Gate(  493)	 h q[12]
Gate(  494)	rz q[12]
Gate(  495)	 h q[12]
Gate(  496)	rz q[0]
Gate(  497)	rz q[1]
Gate(  498)	rz q[2]
Gate(  499)	rz q[3]
Gate(  500)	rz q[4]
Gate(  501)	rz q[5]
Gate(  502)	rz q[6]
Gate(  503)	rz q[7]
Gate(  504)	rz q[8]
Gate(  505)	rz q[9]
Gate(  506)	rz q[10]
Gate(  507)	rz q[11]
Gate(  508)	rz q[12]
Gate(  509)	rz q[0]
Gate(  510)	rz q[1]
Gate(  511)	rz q[1]
Gate(  512)	cx q[0], q[1]
Gate(  513)	rz q[1]
Gate(  514)	cx q[0], q[1]
Gate(  515)	rz q[2]
Gate(  516)	rz q[3]
Gate(  517)	rz q[3]
Gate(  518)	cx q[2], q[3]
Gate(  519)	rz q[3]
Gate(  520)	cx q[2], q[3]
Gate(  521)	rz q[4]
Gate(  522)	rz q[5]
Gate(  523)	rz q[5]
Gate(  524)	cx q[4], q[5]
Gate(  525)	rz q[5]
Gate(  526)	cx q[4], q[5]
Gate(  527)	rz q[6]
Gate(  528)	rz q[7]
Gate(  529)	rz q[7]
Gate(  530)	cx q[6], q[7]
Gate(  531)	rz q[7]
Gate(  532)	cx q[6], q[7]
Gate(  533)	rz q[8]
Gate(  534)	rz q[9]
Gate(  535)	rz q[9]
Gate(  536)	cx q[8], q[9]
Gate(  537)	rz q[9]
Gate(  538)	cx q[8], q[9]
Gate(  539)	rz q[10]
Gate(  540)	rz q[11]
Gate(  541)	rz q[11]
Gate(  542)	cx q[10], q[11]
Gate(  543)	rz q[11]
Gate(  544)	cx q[10], q[11]
Gate(  545)	rz q[1]
Gate(  546)	rz q[2]
Gate(  547)	rz q[2]
Gate(  548)	cx q[1], q[2]
Gate(  549)	rz q[2]
Gate(  550)	cx q[1], q[2]
Gate(  551)	rz q[3]
Gate(  552)	rz q[4]
Gate(  553)	rz q[4]
Gate(  554)	cx q[3], q[4]
Gate(  555)	rz q[4]
Gate(  556)	cx q[3], q[4]
Gate(  557)	rz q[5]
Gate(  558)	rz q[6]
Gate(  559)	rz q[6]
Gate(  560)	cx q[5], q[6]
Gate(  561)	rz q[6]
Gate(  562)	cx q[5], q[6]
Gate(  563)	rz q[7]
Gate(  564)	rz q[8]
Gate(  565)	rz q[8]
Gate(  566)	cx q[7], q[8]
Gate(  567)	rz q[8]
Gate(  568)	cx q[7], q[8]
Gate(  569)	rz q[9]
Gate(  570)	rz q[10]
Gate(  571)	rz q[10]
Gate(  572)	cx q[9], q[10]
Gate(  573)	rz q[10]
Gate(  574)	cx q[9], q[10]
Gate(  575)	rz q[11]
Gate(  576)	rz q[12]
Gate(  577)	rz q[12]
Gate(  578)	cx q[11], q[12]
Gate(  579)	rz q[12]
Gate(  580)	cx q[11], q[12]
Gate(  581)	 h q[0]
Gate(  582)	rz q[0]
Gate(  583)	 h q[0]
Gate(  584)	 h q[1]
Gate(  585)	rz q[1]
Gate(  586)	 h q[1]
Gate(  587)	 h q[2]
Gate(  588)	rz q[2]
Gate(  589)	 h q[2]
Gate(  590)	 h q[3]
Gate(  591)	rz q[3]
Gate(  592)	 h q[3]
Gate(  593)	 h q[4]
Gate(  594)	rz q[4]
Gate(  595)	 h q[4]
Gate(  596)	 h q[5]
Gate(  597)	rz q[5]
Gate(  598)	 h q[5]
Gate(  599)	 h q[6]
Gate(  600)	rz q[6]
Gate(  601)	 h q[6]
Gate(  602)	 h q[7]
Gate(  603)	rz q[7]
Gate(  604)	 h q[7]
Gate(  605)	 h q[8]
Gate(  606)	rz q[8]
Gate(  607)	 h q[8]
Gate(  608)	 h q[9]
Gate(  609)	rz q[9]
Gate(  610)	 h q[9]
Gate(  611)	 h q[10]
Gate(  612)	rz q[10]
Gate(  613)	 h q[10]
Gate(  614)	 h q[11]
Gate(  615)	rz q[11]
Gate(  616)	 h q[11]
Gate(  617)	 h q[12]
Gate(  618)	rz q[12]
Gate(  619)	 h q[12]
Gate(  620)	rz q[0]
Gate(  621)	rz q[1]
Gate(  622)	rz q[2]
Gate(  623)	rz q[3]
Gate(  624)	rz q[4]
Gate(  625)	rz q[5]
Gate(  626)	rz q[6]
Gate(  627)	rz q[7]
Gate(  628)	rz q[8]
Gate(  629)	rz q[9]
Gate(  630)	rz q[10]
Gate(  631)	rz q[11]
Gate(  632)	rz q[12]

*** Option ***
Input file  : ../example/ising_model_13.qasm
Output file : ../output/ising_model_13.qasm

Generating Multi-QPU Architecture: 3 QPUs, each with 9 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 
  Node 1 (weight=1): edges -> 0 6 
  Node 2 (weight=1): edges -> 1 6 
  Node 3 (weight=1): edges -> 1 7 
  Node 4 (weight=1): edges -> 2 7 
  Node 5 (weight=1): edges -> 2 8 
  Node 6 (weight=1): edges -> 3 8 
  Node 7 (weight=1): edges -> 3 9 
  Node 8 (weight=1): edges -> 4 9 
  Node 9 (weight=1): edges -> 4 10 
  Node 10 (weight=1): edges -> 5 10 
  Node 11 (weight=1): edges -> 5 11 
  Node 12 (weight=1): edges -> 11 

[Edges]
  Edge 0 : q1 -- q0  weight=25.5975
  Edge 1 : q3 -- q2  weight=23.8676
  Edge 2 : q5 -- q4  weight=23.0377
  Edge 3 : q7 -- q6  weight=20.7339
  Edge 4 : q9 -- q8  weight=19.3327
  Edge 5 : q11 -- q10  weight=18.6605
  Edge 6 : q2 -- q1  weight=16.7945
  Edge 7 : q4 -- q3  weight=15.6595
  Edge 8 : q6 -- q5  weight=15.115
  Edge 9 : q8 -- q7  weight=13.6035
  Edge 10 : q10 -- q9  weight=12.6842
  Edge 11 : q12 -- q11  weight=12.2432
===================================================


[METIS] Partitioning complete
Total Sum of Weight: 28

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums (Sorted) ==========

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping (Integrated Version)
[END] main_mapping completed. Added SWAP count: 3
*** Final Circuit ***
# add_2q_num: 3
# fidelity: 0

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.003      0.003
GENERATE MULTI-QPU             0.007      0.007
INITIAL MAPPING                0.008      0.008
MAIN MAPPING                   0.009      0.009
END PROGRAM                    0.009      0.009

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.39453 MB
