
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate(  267)	rz q[7]
Gate(  268)	cx q[7], q[9]
Gate(  269)	rz q[7]
Gate(  270)	cx q[7], q[10]
Gate(  271)	rz q[7]
Gate(  272)	cx q[7], q[10]
Gate(  273)	rz q[7]
Gate(  274)	cx q[7], q[11]
Gate(  275)	rz q[7]
Gate(  276)	cx q[7], q[11]
Gate(  277)	rz q[7]
Gate(  278)	cx q[7], q[12]
Gate(  279)	rz q[7]
Gate(  280)	cx q[7], q[12]
Gate(  281)	 h q[8]
Gate(  282)	rz q[8]
Gate(  283)	cx q[8], q[9]
Gate(  284)	rz q[8]
Gate(  285)	cx q[8], q[9]
Gate(  286)	rz q[8]
Gate(  287)	cx q[8], q[10]
Gate(  288)	rz q[8]
Gate(  289)	cx q[8], q[10]
Gate(  290)	rz q[8]
Gate(  291)	cx q[8], q[11]
Gate(  292)	rz q[8]
Gate(  293)	cx q[8], q[11]
Gate(  294)	rz q[8]
Gate(  295)	cx q[8], q[12]
Gate(  296)	rz q[8]
Gate(  297)	cx q[8], q[12]
Gate(  298)	 h q[9]
Gate(  299)	rz q[9]
Gate(  300)	cx q[9], q[10]
Gate(  301)	rz q[9]
Gate(  302)	cx q[9], q[10]
Gate(  303)	rz q[9]
Gate(  304)	cx q[9], q[11]
Gate(  305)	rz q[9]
Gate(  306)	cx q[9], q[11]
Gate(  307)	rz q[9]
Gate(  308)	cx q[9], q[12]
Gate(  309)	rz q[9]
Gate(  310)	cx q[9], q[12]
Gate(  311)	 h q[10]
Gate(  312)	rz q[10]
Gate(  313)	cx q[10], q[11]
Gate(  314)	rz q[10]
Gate(  315)	cx q[10], q[11]
Gate(  316)	rz q[10]
Gate(  317)	cx q[10], q[12]
Gate(  318)	rz q[10]
Gate(  319)	cx q[10], q[12]
Gate(  320)	 h q[11]
Gate(  321)	rz q[11]
Gate(  322)	cx q[11], q[12]
Gate(  323)	rz q[11]
Gate(  324)	cx q[11], q[12]
Gate(  325)	 h q[12]
Gate(  326)	 h q[0]
Gate(  327)	 h q[1]
Gate(  328)	 h q[2]
Gate(  329)	 h q[3]
Gate(  330)	 h q[4]
Gate(  331)	 h q[5]
Gate(  332)	 h q[6]
Gate(  333)	 h q[7]
Gate(  334)	 h q[8]
Gate(  335)	 h q[9]
Gate(  336)	 h q[10]
Gate(  337)	 h q[11]
Gate(  338)	 h q[12]

*** Option ***
Input file  : ../example/qft_13.qasm
Output file : ../output/qft_13.qasm

Generating Multi-QPU Architecture: 4 QPUs, each with 16 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 1 2 3 4 5 6 7 8 9 10 11 
  Node 1 (weight=1): edges -> 0 12 13 14 15 16 17 18 19 20 21 22 
  Node 2 (weight=1): edges -> 1 12 23 24 25 26 27 28 29 30 31 32 
  Node 3 (weight=1): edges -> 2 13 23 33 34 35 36 37 38 39 40 41 
  Node 4 (weight=1): edges -> 3 14 24 33 42 43 44 45 46 47 48 49 
  Node 5 (weight=1): edges -> 4 15 25 34 42 50 51 52 53 54 55 56 
  Node 6 (weight=1): edges -> 5 16 26 35 43 50 57 58 59 60 61 62 
  Node 7 (weight=1): edges -> 6 17 27 36 44 51 57 63 64 65 66 67 
  Node 8 (weight=1): edges -> 7 18 28 37 45 52 58 63 68 69 70 71 
  Node 9 (weight=1): edges -> 8 19 29 38 46 53 59 64 68 72 73 74 
  Node 10 (weight=1): edges -> 9 20 30 39 47 54 60 65 69 72 75 76 
  Node 11 (weight=1): edges -> 10 21 31 40 48 55 61 66 70 73 75 77 
  Node 12 (weight=1): edges -> 11 22 32 41 49 56 62 67 71 74 76 77 

[Edges]
  Edge 0 : q1 -- q0  weight=11
  Edge 1 : q2 -- q0  weight=10
  Edge 2 : q3 -- q0  weight=9.9
  Edge 3 : q4 -- q0  weight=8.91
  Edge 4 : q5 -- q0  weight=8.1
  Edge 5 : q6 -- q0  weight=8.019
  Edge 6 : q7 -- q0  weight=7.2171
  Edge 7 : q8 -- q0  weight=6.561
  Edge 8 : q9 -- q0  weight=6.49539
  Edge 9 : q10 -- q0  weight=5.84585
  Edge 10 : q11 -- q0  weight=5.31441
  Edge 11 : q12 -- q0  weight=5.26127
  Edge 12 : q2 -- q1  weight=4.73514
  Edge 13 : q3 -- q1  weight=4.30467
  Edge 14 : q4 -- q1  weight=4.26163
  Edge 15 : q5 -- q1  weight=3.83546
  Edge 16 : q6 -- q1  weight=3.48678
  Edge 17 : q7 -- q1  weight=3.45192
  Edge 18 : q8 -- q1  weight=3.10672
  Edge 19 : q9 -- q1  weight=2.8243
  Edge 20 : q10 -- q1  weight=2.79605
  Edge 21 : q11 -- q1  weight=2.51645
  Edge 22 : q12 -- q1  weight=2.28768
  Edge 23 : q3 -- q2  weight=2.2648
  Edge 24 : q4 -- q2  weight=2.03832
  Edge 25 : q5 -- q2  weight=1.85302
  Edge 26 : q6 -- q2  weight=1.83449
  Edge 27 : q7 -- q2  weight=1.65104
  Edge 28 : q8 -- q2  weight=1.50095
  Edge 29 : q9 -- q2  weight=1.48594
  Edge 30 : q10 -- q2  weight=1.33734
  Edge 31 : q11 -- q2  weight=1.21577
  Edge 32 : q12 -- q2  weight=1.20361
  Edge 33 : q4 -- q3  weight=1.08325
  Edge 34 : q5 -- q3  weight=0.984771
  Edge 35 : q6 -- q3  weight=0.974923
  Edge 36 : q7 -- q3  weight=0.877431
  Edge 37 : q8 -- q3  weight=0.797664
  Edge 38 : q9 -- q3  weight=0.789688
  Edge 39 : q10 -- q3  weight=0.710719
  Edge 40 : q11 -- q3  weight=0.646108
  Edge 41 : q12 -- q3  weight=0.639647
  Edge 42 : q5 -- q4  weight=0.575682
  Edge 43 : q6 -- q4  weight=0.523348
  Edge 44 : q7 -- q4  weight=0.518114
  Edge 45 : q8 -- q4  weight=0.466303
  Edge 46 : q9 -- q4  weight=0.423912
  Edge 47 : q10 -- q4  weight=0.419672
  Edge 48 : q11 -- q4  weight=0.377705
  Edge 49 : q12 -- q4  weight=0.343368
  Edge 50 : q6 -- q5  weight=0.339935
  Edge 51 : q7 -- q5  weight=0.305941
  Edge 52 : q8 -- q5  weight=0.278128
  Edge 53 : q9 -- q5  weight=0.275347
  Edge 54 : q10 -- q5  weight=0.247812
  Edge 55 : q11 -- q5  weight=0.225284
  Edge 56 : q12 -- q5  weight=0.223031
  Edge 57 : q7 -- q6  weight=0.200728
  Edge 58 : q8 -- q6  weight=0.18248
  Edge 59 : q9 -- q6  weight=0.180655
  Edge 60 : q10 -- q6  weight=0.16259
  Edge 61 : q11 -- q6  weight=0.147809
  Edge 62 : q12 -- q6  weight=0.146331
  Edge 63 : q8 -- q7  weight=0.131698
  Edge 64 : q9 -- q7  weight=0.119725
  Edge 65 : q10 -- q7  weight=0.118528
  Edge 66 : q11 -- q7  weight=0.106675
  Edge 67 : q12 -- q7  weight=0.0969774
  Edge 68 : q9 -- q8  weight=0.0960076
  Edge 69 : q10 -- q8  weight=0.0864068
  Edge 70 : q11 -- q8  weight=0.0785517
  Edge 71 : q12 -- q8  weight=0.0777662
  Edge 72 : q10 -- q9  weight=0.0699895
  Edge 73 : q11 -- q9  weight=0.0636269
  Edge 74 : q12 -- q9  weight=0.0629906
  Edge 75 : q11 -- q10  weight=0.0566915
  Edge 76 : q12 -- q10  weight=0.0515378
  Edge 77 : q12 -- q11  weight=0.0510224
===================================================


[ADAPTIVE-METIS] start: nvtxs=13 edges=78 ufactor=500 max_trials=50
Input Error: Incorrect numflag.
  [trial   0] Q=0.19303 cut=129612 perturb=0.000 sizes=[3,4,3,3]  *** BEST ***
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
  [trial   9] Q=0.19303 best=0.19303 no_imp=9/12
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
Input Error: Incorrect numflag.
  [ADAPTIVE-METIS] saturated at trial=12
[ADAPTIVE-METIS] DONE: best_Q=0.19303 trials=13/50 success=13
  partition sizes: [3,4,3,3] imbalance=1.23

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums ==========
  Total cross-QPU weight: 129.612
  QPU1<->QPU3: 44.775
  QPU2<->QPU3: 33.798
  QPU0<->QPU3: 24.816
  QPU1<->QPU2: 14.103
  QPU0<->QPU1: 9.514
  QPU0<->QPU2: 2.606

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2
[MATCH] Sub3 -> QPU3

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping v5
[FIDELITY] swaps=6 inter_epr=126 => F=0.000000
[END] main_mapping v5.1 SWAPs=6 inter_exec=126 fidelity=0.000000
*** Final Circuit ***
# add_2q_num: 6
# fidelity: 0.000000

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.002      0.002
GENERATE MULTI-QPU             0.043      0.043
INITIAL MAPPING                0.051      0.051
MAIN MAPPING                   0.051      0.051
END PROGRAM                    0.052      0.052

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.554688 MB
