
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate(   93)	cx q[9], q[10]
Gate(   94)	rz q[11]
Gate(   95)	rz q[12]
Gate(   96)	rz q[12]
Gate(   97)	cx q[11], q[12]
Gate(   98)	rz q[12]
Gate(   99)	cx q[11], q[12]
Gate(  100)	rz q[13]
Gate(  101)	rz q[14]
Gate(  102)	rz q[14]
Gate(  103)	cx q[13], q[14]
Gate(  104)	rz q[14]
Gate(  105)	cx q[13], q[14]
Gate(  106)	 h q[0]
Gate(  107)	rz q[0]
Gate(  108)	 h q[0]
Gate(  109)	 h q[1]
Gate(  110)	rz q[1]
Gate(  111)	 h q[1]
Gate(  112)	 h q[2]
Gate(  113)	rz q[2]
Gate(  114)	 h q[2]
Gate(  115)	 h q[3]
Gate(  116)	rz q[3]
Gate(  117)	 h q[3]
Gate(  118)	 h q[4]
Gate(  119)	rz q[4]
Gate(  120)	 h q[4]
Gate(  121)	 h q[5]
Gate(  122)	rz q[5]
Gate(  123)	 h q[5]
Gate(  124)	 h q[6]
Gate(  125)	rz q[6]
Gate(  126)	 h q[6]
Gate(  127)	 h q[7]
Gate(  128)	rz q[7]
Gate(  129)	 h q[7]
Gate(  130)	 h q[8]
Gate(  131)	rz q[8]
Gate(  132)	 h q[8]
Gate(  133)	 h q[9]
Gate(  134)	rz q[9]
Gate(  135)	 h q[9]
Gate(  136)	 h q[10]
Gate(  137)	rz q[10]
Gate(  138)	 h q[10]
Gate(  139)	 h q[11]
Gate(  140)	rz q[11]
Gate(  141)	 h q[11]
Gate(  142)	 h q[12]
Gate(  143)	rz q[12]
Gate(  144)	 h q[12]
Gate(  145)	 h q[13]
Gate(  146)	rz q[13]
Gate(  147)	 h q[13]
Gate(  148)	 h q[14]
Gate(  149)	rz q[14]
Gate(  150)	 h q[14]
Gate(  151)	 h q[15]
Gate(  152)	rz q[15]
Gate(  153)	 h q[15]
Gate(  154)	rz q[0]
Gate(  155)	rz q[1]
Gate(  156)	rz q[2]
Gate(  157)	rz q[3]
Gate(  158)	rz q[4]
Gate(  159)	rz q[5]
Gate(  160)	rz q[6]
Gate(  161)	rz q[7]
Gate(  162)	rz q[8]
Gate(  163)	rz q[9]
Gate(  164)	rz q[10]
Gate(  165)	rz q[11]
Gate(  166)	rz q[12]
Gate(  167)	rz q[13]
Gate(  168)	rz q[14]
Gate(  169)	rz q[15]
Gate(  170)	rz q[0]
Gate(  171)	rz q[1]
Gate(  172)	rz q[1]
Gate(  173)	cx q[0], q[1]
Gate(  174)	rz q[1]
Gate(  175)	cx q[0], q[1]
Gate(  176)	rz q[2]
Gate(  177)	rz q[3]
Gate(  178)	rz q[3]
Gate(  179)	cx q[2], q[3]
Gate(  180)	rz q[3]
Gate(  181)	cx q[2], q[3]
Gate(  182)	rz q[4]
Gate(  183)	rz q[5]
Gate(  184)	rz q[5]
Gate(  185)	cx q[4], q[5]
Gate(  186)	rz q[5]
Gate(  187)	cx q[4], q[5]
Gate(  188)	rz q[6]
Gate(  189)	rz q[7]
Gate(  190)	rz q[7]
Gate(  191)	cx q[6], q[7]
Gate(  192)	rz q[7]
Gate(  193)	cx q[6], q[7]
Gate(  194)	rz q[8]
Gate(  195)	rz q[9]
Gate(  196)	rz q[9]
Gate(  197)	cx q[8], q[9]
Gate(  198)	rz q[9]
Gate(  199)	cx q[8], q[9]
Gate(  200)	rz q[10]
Gate(  201)	rz q[11]
Gate(  202)	rz q[11]
Gate(  203)	cx q[10], q[11]
Gate(  204)	rz q[11]
Gate(  205)	cx q[10], q[11]
Gate(  206)	rz q[12]
Gate(  207)	rz q[13]
Gate(  208)	rz q[13]
Gate(  209)	cx q[12], q[13]
Gate(  210)	rz q[13]
Gate(  211)	cx q[12], q[13]
Gate(  212)	rz q[14]
Gate(  213)	rz q[15]
Gate(  214)	rz q[15]
Gate(  215)	cx q[14], q[15]
Gate(  216)	rz q[15]
Gate(  217)	cx q[14], q[15]
Gate(  218)	rz q[1]
Gate(  219)	rz q[2]
Gate(  220)	rz q[2]
Gate(  221)	cx q[1], q[2]
Gate(  222)	rz q[2]
Gate(  223)	cx q[1], q[2]
Gate(  224)	rz q[3]
Gate(  225)	rz q[4]
Gate(  226)	rz q[4]
Gate(  227)	cx q[3], q[4]
Gate(  228)	rz q[4]
Gate(  229)	cx q[3], q[4]
Gate(  230)	rz q[5]
Gate(  231)	rz q[6]
Gate(  232)	rz q[6]
Gate(  233)	cx q[5], q[6]
Gate(  234)	rz q[6]
Gate(  235)	cx q[5], q[6]
Gate(  236)	rz q[7]
Gate(  237)	rz q[8]
Gate(  238)	rz q[8]
Gate(  239)	cx q[7], q[8]
Gate(  240)	rz q[8]
Gate(  241)	cx q[7], q[8]
Gate(  242)	rz q[9]
Gate(  243)	rz q[10]
Gate(  244)	rz q[10]
Gate(  245)	cx q[9], q[10]
Gate(  246)	rz q[10]
Gate(  247)	cx q[9], q[10]
Gate(  248)	rz q[11]
Gate(  249)	rz q[12]
Gate(  250)	rz q[12]
Gate(  251)	cx q[11], q[12]
Gate(  252)	rz q[12]
Gate(  253)	cx q[11], q[12]
Gate(  254)	rz q[13]
Gate(  255)	rz q[14]
Gate(  256)	rz q[14]
Gate(  257)	cx q[13], q[14]
Gate(  258)	rz q[14]
Gate(  259)	cx q[13], q[14]
Gate(  260)	 h q[0]
Gate(  261)	rz q[0]
Gate(  262)	 h q[0]
Gate(  263)	 h q[1]
Gate(  264)	rz q[1]
Gate(  265)	 h q[1]
Gate(  266)	 h q[2]
Gate(  267)	rz q[2]
Gate(  268)	 h q[2]
Gate(  269)	 h q[3]
Gate(  270)	rz q[3]
Gate(  271)	 h q[3]
Gate(  272)	 h q[4]
Gate(  273)	rz q[4]
Gate(  274)	 h q[4]
Gate(  275)	 h q[5]
Gate(  276)	rz q[5]
Gate(  277)	 h q[5]
Gate(  278)	 h q[6]
Gate(  279)	rz q[6]
Gate(  280)	 h q[6]
Gate(  281)	 h q[7]
Gate(  282)	rz q[7]
Gate(  283)	 h q[7]
Gate(  284)	 h q[8]
Gate(  285)	rz q[8]
Gate(  286)	 h q[8]
Gate(  287)	 h q[9]
Gate(  288)	rz q[9]
Gate(  289)	 h q[9]
Gate(  290)	 h q[10]
Gate(  291)	rz q[10]
Gate(  292)	 h q[10]
Gate(  293)	 h q[11]
Gate(  294)	rz q[11]
Gate(  295)	 h q[11]
Gate(  296)	 h q[12]
Gate(  297)	rz q[12]
Gate(  298)	 h q[12]
Gate(  299)	 h q[13]
Gate(  300)	rz q[13]
Gate(  301)	 h q[13]
Gate(  302)	 h q[14]
Gate(  303)	rz q[14]
Gate(  304)	 h q[14]
Gate(  305)	 h q[15]
Gate(  306)	rz q[15]
Gate(  307)	 h q[15]
Gate(  308)	rz q[0]
Gate(  309)	rz q[1]
Gate(  310)	rz q[2]
Gate(  311)	rz q[3]
Gate(  312)	rz q[4]
Gate(  313)	rz q[5]
Gate(  314)	rz q[6]
Gate(  315)	rz q[7]
Gate(  316)	rz q[8]
Gate(  317)	rz q[9]
Gate(  318)	rz q[10]
Gate(  319)	rz q[11]
Gate(  320)	rz q[12]
Gate(  321)	rz q[13]
Gate(  322)	rz q[14]
Gate(  323)	rz q[15]
Gate(  324)	rz q[0]
Gate(  325)	rz q[1]
Gate(  326)	rz q[1]
Gate(  327)	cx q[0], q[1]
Gate(  328)	rz q[1]
Gate(  329)	cx q[0], q[1]
Gate(  330)	rz q[2]
Gate(  331)	rz q[3]
Gate(  332)	rz q[3]
Gate(  333)	cx q[2], q[3]
Gate(  334)	rz q[3]
Gate(  335)	cx q[2], q[3]
Gate(  336)	rz q[4]
Gate(  337)	rz q[5]
Gate(  338)	rz q[5]
Gate(  339)	cx q[4], q[5]
Gate(  340)	rz q[5]
Gate(  341)	cx q[4], q[5]
Gate(  342)	rz q[6]
Gate(  343)	rz q[7]
Gate(  344)	rz q[7]
Gate(  345)	cx q[6], q[7]
Gate(  346)	rz q[7]
Gate(  347)	cx q[6], q[7]
Gate(  348)	rz q[8]
Gate(  349)	rz q[9]
Gate(  350)	rz q[9]
Gate(  351)	cx q[8], q[9]
Gate(  352)	rz q[9]
Gate(  353)	cx q[8], q[9]
Gate(  354)	rz q[10]
Gate(  355)	rz q[11]
Gate(  356)	rz q[11]
Gate(  357)	cx q[10], q[11]
Gate(  358)	rz q[11]
Gate(  359)	cx q[10], q[11]
Gate(  360)	rz q[12]
Gate(  361)	rz q[13]
Gate(  362)	rz q[13]
Gate(  363)	cx q[12], q[13]
Gate(  364)	rz q[13]
Gate(  365)	cx q[12], q[13]
Gate(  366)	rz q[14]
Gate(  367)	rz q[15]
Gate(  368)	rz q[15]
Gate(  369)	cx q[14], q[15]
Gate(  370)	rz q[15]
Gate(  371)	cx q[14], q[15]
Gate(  372)	rz q[1]
Gate(  373)	rz q[2]
Gate(  374)	rz q[2]
Gate(  375)	cx q[1], q[2]
Gate(  376)	rz q[2]
Gate(  377)	cx q[1], q[2]
Gate(  378)	rz q[3]
Gate(  379)	rz q[4]
Gate(  380)	rz q[4]
Gate(  381)	cx q[3], q[4]
Gate(  382)	rz q[4]
Gate(  383)	cx q[3], q[4]
Gate(  384)	rz q[5]
Gate(  385)	rz q[6]
Gate(  386)	rz q[6]
Gate(  387)	cx q[5], q[6]
Gate(  388)	rz q[6]
Gate(  389)	cx q[5], q[6]
Gate(  390)	rz q[7]
Gate(  391)	rz q[8]
Gate(  392)	rz q[8]
Gate(  393)	cx q[7], q[8]
Gate(  394)	rz q[8]
Gate(  395)	cx q[7], q[8]
Gate(  396)	rz q[9]
Gate(  397)	rz q[10]
Gate(  398)	rz q[10]
Gate(  399)	cx q[9], q[10]
Gate(  400)	rz q[10]
Gate(  401)	cx q[9], q[10]
Gate(  402)	rz q[11]
Gate(  403)	rz q[12]
Gate(  404)	rz q[12]
Gate(  405)	cx q[11], q[12]
Gate(  406)	rz q[12]
Gate(  407)	cx q[11], q[12]
Gate(  408)	rz q[13]
Gate(  409)	rz q[14]
Gate(  410)	rz q[14]
Gate(  411)	cx q[13], q[14]
Gate(  412)	rz q[14]
Gate(  413)	cx q[13], q[14]
Gate(  414)	 h q[0]
Gate(  415)	rz q[0]
Gate(  416)	 h q[0]
Gate(  417)	 h q[1]
Gate(  418)	rz q[1]
Gate(  419)	 h q[1]
Gate(  420)	 h q[2]
Gate(  421)	rz q[2]
Gate(  422)	 h q[2]
Gate(  423)	 h q[3]
Gate(  424)	rz q[3]
Gate(  425)	 h q[3]
Gate(  426)	 h q[4]
Gate(  427)	rz q[4]
Gate(  428)	 h q[4]
Gate(  429)	 h q[5]
Gate(  430)	rz q[5]
Gate(  431)	 h q[5]
Gate(  432)	 h q[6]
Gate(  433)	rz q[6]
Gate(  434)	 h q[6]
Gate(  435)	 h q[7]
Gate(  436)	rz q[7]
Gate(  437)	 h q[7]
Gate(  438)	 h q[8]
Gate(  439)	rz q[8]
Gate(  440)	 h q[8]
Gate(  441)	 h q[9]
Gate(  442)	rz q[9]
Gate(  443)	 h q[9]
Gate(  444)	 h q[10]
Gate(  445)	rz q[10]
Gate(  446)	 h q[10]
Gate(  447)	 h q[11]
Gate(  448)	rz q[11]
Gate(  449)	 h q[11]
Gate(  450)	 h q[12]
Gate(  451)	rz q[12]
Gate(  452)	 h q[12]
Gate(  453)	 h q[13]
Gate(  454)	rz q[13]
Gate(  455)	 h q[13]
Gate(  456)	 h q[14]
Gate(  457)	rz q[14]
Gate(  458)	 h q[14]
Gate(  459)	 h q[15]
Gate(  460)	rz q[15]
Gate(  461)	 h q[15]
Gate(  462)	rz q[0]
Gate(  463)	rz q[1]
Gate(  464)	rz q[2]
Gate(  465)	rz q[3]
Gate(  466)	rz q[4]
Gate(  467)	rz q[5]
Gate(  468)	rz q[6]
Gate(  469)	rz q[7]
Gate(  470)	rz q[8]
Gate(  471)	rz q[9]
Gate(  472)	rz q[10]
Gate(  473)	rz q[11]
Gate(  474)	rz q[12]
Gate(  475)	rz q[13]
Gate(  476)	rz q[14]
Gate(  477)	rz q[15]
Gate(  478)	rz q[0]
Gate(  479)	rz q[1]
Gate(  480)	rz q[1]
Gate(  481)	cx q[0], q[1]
Gate(  482)	rz q[1]
Gate(  483)	cx q[0], q[1]
Gate(  484)	rz q[2]
Gate(  485)	rz q[3]
Gate(  486)	rz q[3]
Gate(  487)	cx q[2], q[3]
Gate(  488)	rz q[3]
Gate(  489)	cx q[2], q[3]
Gate(  490)	rz q[4]
Gate(  491)	rz q[5]
Gate(  492)	rz q[5]
Gate(  493)	cx q[4], q[5]
Gate(  494)	rz q[5]
Gate(  495)	cx q[4], q[5]
Gate(  496)	rz q[6]
Gate(  497)	rz q[7]
Gate(  498)	rz q[7]
Gate(  499)	cx q[6], q[7]
Gate(  500)	rz q[7]
Gate(  501)	cx q[6], q[7]
Gate(  502)	rz q[8]
Gate(  503)	rz q[9]
Gate(  504)	rz q[9]
Gate(  505)	cx q[8], q[9]
Gate(  506)	rz q[9]
Gate(  507)	cx q[8], q[9]
Gate(  508)	rz q[10]
Gate(  509)	rz q[11]
Gate(  510)	rz q[11]
Gate(  511)	cx q[10], q[11]
Gate(  512)	rz q[11]
Gate(  513)	cx q[10], q[11]
Gate(  514)	rz q[12]
Gate(  515)	rz q[13]
Gate(  516)	rz q[13]
Gate(  517)	cx q[12], q[13]
Gate(  518)	rz q[13]
Gate(  519)	cx q[12], q[13]
Gate(  520)	rz q[14]
Gate(  521)	rz q[15]
Gate(  522)	rz q[15]
Gate(  523)	cx q[14], q[15]
Gate(  524)	rz q[15]
Gate(  525)	cx q[14], q[15]
Gate(  526)	rz q[1]
Gate(  527)	rz q[2]
Gate(  528)	rz q[2]
Gate(  529)	cx q[1], q[2]
Gate(  530)	rz q[2]
Gate(  531)	cx q[1], q[2]
Gate(  532)	rz q[3]
Gate(  533)	rz q[4]
Gate(  534)	rz q[4]
Gate(  535)	cx q[3], q[4]
Gate(  536)	rz q[4]
Gate(  537)	cx q[3], q[4]
Gate(  538)	rz q[5]
Gate(  539)	rz q[6]
Gate(  540)	rz q[6]
Gate(  541)	cx q[5], q[6]
Gate(  542)	rz q[6]
Gate(  543)	cx q[5], q[6]
Gate(  544)	rz q[7]
Gate(  545)	rz q[8]
Gate(  546)	rz q[8]
Gate(  547)	cx q[7], q[8]
Gate(  548)	rz q[8]
Gate(  549)	cx q[7], q[8]
Gate(  550)	rz q[9]
Gate(  551)	rz q[10]
Gate(  552)	rz q[10]
Gate(  553)	cx q[9], q[10]
Gate(  554)	rz q[10]
Gate(  555)	cx q[9], q[10]
Gate(  556)	rz q[11]
Gate(  557)	rz q[12]
Gate(  558)	rz q[12]
Gate(  559)	cx q[11], q[12]
Gate(  560)	rz q[12]
Gate(  561)	cx q[11], q[12]
Gate(  562)	rz q[13]
Gate(  563)	rz q[14]
Gate(  564)	rz q[14]
Gate(  565)	cx q[13], q[14]
Gate(  566)	rz q[14]
Gate(  567)	cx q[13], q[14]
Gate(  568)	 h q[0]
Gate(  569)	rz q[0]
Gate(  570)	 h q[0]
Gate(  571)	 h q[1]
Gate(  572)	rz q[1]
Gate(  573)	 h q[1]
Gate(  574)	 h q[2]
Gate(  575)	rz q[2]
Gate(  576)	 h q[2]
Gate(  577)	 h q[3]
Gate(  578)	rz q[3]
Gate(  579)	 h q[3]
Gate(  580)	 h q[4]
Gate(  581)	rz q[4]
Gate(  582)	 h q[4]
Gate(  583)	 h q[5]
Gate(  584)	rz q[5]
Gate(  585)	 h q[5]
Gate(  586)	 h q[6]
Gate(  587)	rz q[6]
Gate(  588)	 h q[6]
Gate(  589)	 h q[7]
Gate(  590)	rz q[7]
Gate(  591)	 h q[7]
Gate(  592)	 h q[8]
Gate(  593)	rz q[8]
Gate(  594)	 h q[8]
Gate(  595)	 h q[9]
Gate(  596)	rz q[9]
Gate(  597)	 h q[9]
Gate(  598)	 h q[10]
Gate(  599)	rz q[10]
Gate(  600)	 h q[10]
Gate(  601)	 h q[11]
Gate(  602)	rz q[11]
Gate(  603)	 h q[11]
Gate(  604)	 h q[12]
Gate(  605)	rz q[12]
Gate(  606)	 h q[12]
Gate(  607)	 h q[13]
Gate(  608)	rz q[13]
Gate(  609)	 h q[13]
Gate(  610)	 h q[14]
Gate(  611)	rz q[14]
Gate(  612)	 h q[14]
Gate(  613)	 h q[15]
Gate(  614)	rz q[15]
Gate(  615)	 h q[15]
Gate(  616)	rz q[0]
Gate(  617)	rz q[1]
Gate(  618)	rz q[2]
Gate(  619)	rz q[3]
Gate(  620)	rz q[4]
Gate(  621)	rz q[5]
Gate(  622)	rz q[6]
Gate(  623)	rz q[7]
Gate(  624)	rz q[8]
Gate(  625)	rz q[9]
Gate(  626)	rz q[10]
Gate(  627)	rz q[11]
Gate(  628)	rz q[12]
Gate(  629)	rz q[13]
Gate(  630)	rz q[14]
Gate(  631)	rz q[15]
Gate(  632)	rz q[0]
Gate(  633)	rz q[1]
Gate(  634)	rz q[1]
Gate(  635)	cx q[0], q[1]
Gate(  636)	rz q[1]
Gate(  637)	cx q[0], q[1]
Gate(  638)	rz q[2]
Gate(  639)	rz q[3]
Gate(  640)	rz q[3]
Gate(  641)	cx q[2], q[3]
Gate(  642)	rz q[3]
Gate(  643)	cx q[2], q[3]
Gate(  644)	rz q[4]
Gate(  645)	rz q[5]
Gate(  646)	rz q[5]
Gate(  647)	cx q[4], q[5]
Gate(  648)	rz q[5]
Gate(  649)	cx q[4], q[5]
Gate(  650)	rz q[6]
Gate(  651)	rz q[7]
Gate(  652)	rz q[7]
Gate(  653)	cx q[6], q[7]
Gate(  654)	rz q[7]
Gate(  655)	cx q[6], q[7]
Gate(  656)	rz q[8]
Gate(  657)	rz q[9]
Gate(  658)	rz q[9]
Gate(  659)	cx q[8], q[9]
Gate(  660)	rz q[9]
Gate(  661)	cx q[8], q[9]
Gate(  662)	rz q[10]
Gate(  663)	rz q[11]
Gate(  664)	rz q[11]
Gate(  665)	cx q[10], q[11]
Gate(  666)	rz q[11]
Gate(  667)	cx q[10], q[11]
Gate(  668)	rz q[12]
Gate(  669)	rz q[13]
Gate(  670)	rz q[13]
Gate(  671)	cx q[12], q[13]
Gate(  672)	rz q[13]
Gate(  673)	cx q[12], q[13]
Gate(  674)	rz q[14]
Gate(  675)	rz q[15]
Gate(  676)	rz q[15]
Gate(  677)	cx q[14], q[15]
Gate(  678)	rz q[15]
Gate(  679)	cx q[14], q[15]
Gate(  680)	rz q[1]
Gate(  681)	rz q[2]
Gate(  682)	rz q[2]
Gate(  683)	cx q[1], q[2]
Gate(  684)	rz q[2]
Gate(  685)	cx q[1], q[2]
Gate(  686)	rz q[3]
Gate(  687)	rz q[4]
Gate(  688)	rz q[4]
Gate(  689)	cx q[3], q[4]
Gate(  690)	rz q[4]
Gate(  691)	cx q[3], q[4]
Gate(  692)	rz q[5]
Gate(  693)	rz q[6]
Gate(  694)	rz q[6]
Gate(  695)	cx q[5], q[6]
Gate(  696)	rz q[6]
Gate(  697)	cx q[5], q[6]
Gate(  698)	rz q[7]
Gate(  699)	rz q[8]
Gate(  700)	rz q[8]
Gate(  701)	cx q[7], q[8]
Gate(  702)	rz q[8]
Gate(  703)	cx q[7], q[8]
Gate(  704)	rz q[9]
Gate(  705)	rz q[10]
Gate(  706)	rz q[10]
Gate(  707)	cx q[9], q[10]
Gate(  708)	rz q[10]
Gate(  709)	cx q[9], q[10]
Gate(  710)	rz q[11]
Gate(  711)	rz q[12]
Gate(  712)	rz q[12]
Gate(  713)	cx q[11], q[12]
Gate(  714)	rz q[12]
Gate(  715)	cx q[11], q[12]
Gate(  716)	rz q[13]
Gate(  717)	rz q[14]
Gate(  718)	rz q[14]
Gate(  719)	cx q[13], q[14]
Gate(  720)	rz q[14]
Gate(  721)	cx q[13], q[14]
Gate(  722)	 h q[0]
Gate(  723)	rz q[0]
Gate(  724)	 h q[0]
Gate(  725)	 h q[1]
Gate(  726)	rz q[1]
Gate(  727)	 h q[1]
Gate(  728)	 h q[2]
Gate(  729)	rz q[2]
Gate(  730)	 h q[2]
Gate(  731)	 h q[3]
Gate(  732)	rz q[3]
Gate(  733)	 h q[3]
Gate(  734)	 h q[4]
Gate(  735)	rz q[4]
Gate(  736)	 h q[4]
Gate(  737)	 h q[5]
Gate(  738)	rz q[5]
Gate(  739)	 h q[5]
Gate(  740)	 h q[6]
Gate(  741)	rz q[6]
Gate(  742)	 h q[6]
Gate(  743)	 h q[7]
Gate(  744)	rz q[7]
Gate(  745)	 h q[7]
Gate(  746)	 h q[8]
Gate(  747)	rz q[8]
Gate(  748)	 h q[8]
Gate(  749)	 h q[9]
Gate(  750)	rz q[9]
Gate(  751)	 h q[9]
Gate(  752)	 h q[10]
Gate(  753)	rz q[10]
Gate(  754)	 h q[10]
Gate(  755)	 h q[11]
Gate(  756)	rz q[11]
Gate(  757)	 h q[11]
Gate(  758)	 h q[12]
Gate(  759)	rz q[12]
Gate(  760)	 h q[12]
Gate(  761)	 h q[13]
Gate(  762)	rz q[13]
Gate(  763)	 h q[13]
Gate(  764)	 h q[14]
Gate(  765)	rz q[14]
Gate(  766)	 h q[14]
Gate(  767)	 h q[15]
Gate(  768)	rz q[15]
Gate(  769)	 h q[15]
Gate(  770)	rz q[0]
Gate(  771)	rz q[1]
Gate(  772)	rz q[2]
Gate(  773)	rz q[3]
Gate(  774)	rz q[4]
Gate(  775)	rz q[5]
Gate(  776)	rz q[6]
Gate(  777)	rz q[7]
Gate(  778)	rz q[8]
Gate(  779)	rz q[9]
Gate(  780)	rz q[10]
Gate(  781)	rz q[11]
Gate(  782)	rz q[12]
Gate(  783)	rz q[13]
Gate(  784)	rz q[14]
Gate(  785)	rz q[15]

*** Option ***
Input file  : ../example/ising_model_16.qasm
Output file : ../output/ising_model_16.qasm

Generating Multi-QPU Architecture: 3 QPUs, each with 9 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 
  Node 1 (weight=1): edges -> 0 8 
  Node 2 (weight=1): edges -> 1 8 
  Node 3 (weight=1): edges -> 1 9 
  Node 4 (weight=1): edges -> 2 9 
  Node 5 (weight=1): edges -> 2 10 
  Node 6 (weight=1): edges -> 3 10 
  Node 7 (weight=1): edges -> 3 11 
  Node 8 (weight=1): edges -> 4 11 
  Node 9 (weight=1): edges -> 4 12 
  Node 10 (weight=1): edges -> 5 12 
  Node 11 (weight=1): edges -> 5 13 
  Node 12 (weight=1): edges -> 6 13 
  Node 13 (weight=1): edges -> 6 14 
  Node 14 (weight=1): edges -> 7 14 
  Node 15 (weight=1): edges -> 7 

[Edges]
  Edge 0 : q1 -- q0  weight=21.5485
  Edge 1 : q3 -- q2  weight=20.0211
  Edge 2 : q5 -- q4  weight=19.3937
  Edge 3 : q7 -- q6  weight=17.4543
  Edge 4 : q9 -- q8  weight=16.2171
  Edge 5 : q11 -- q10  weight=15.7089
  Edge 6 : q13 -- q12  weight=14.138
  Edge 7 : q15 -- q14  weight=13.1359
  Edge 8 : q2 -- q1  weight=12.7242
  Edge 9 : q4 -- q3  weight=11.4518
  Edge 10 : q6 -- q5  weight=10.64
  Edge 11 : q8 -- q7  weight=10.3066
  Edge 12 : q10 -- q9  weight=9.27594
  Edge 13 : q12 -- q11  weight=8.61843
  Edge 14 : q14 -- q13  weight=8.34835
===================================================


[METIS] Partitioning complete
Total Sum of Weight: 25

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums (Sorted) ==========

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
[MATCH] Sub1 -> QPU1
[MATCH] Sub2 -> QPU2

===== MATCHING DONE =====

===================== initial_mapping END =====================
[START] main_mapping (Integrated Version)
[END] main_mapping completed. Added SWAP count: 4
*** Final Circuit ***
# add_2q_num: 4
# fidelity: 0

*** Time & Memory Measure ***
tasks                          Wtime      Ctime
PARSING                        0.004      0.004
GENERATE MULTI-QPU             0.007      0.007
INITIAL MAPPING                0.008      0.008
MAIN MAPPING                   0.009      0.009
END PROGRAM                    0.010      0.010

----------------------------------------
### VmPeak         FDSize:	64
### Memory Usage           : 7.55469 MB
